ma_giao_dich,ma_khach_hang,ma_san_pham,ma_cua_hang,so_luong,don_gia,so_tien_giam_gia,phi_van_chuyen,khoa_ngay,ma_thanh_toan
TX0013451240607010,CUS0013451,SYSN10001311,SH8913629,2,897300,0,0,20240607,6
TX0013451240623011,CUS0013451,SYSN10000571,SH3187332,2,565400,56500,0,20240623,4
TX0013451240624012,CUS0013451,SYSN10001782,SH2932023,3,1095200,164300,0,20240624,5
TX0013451240625013,CUS0013451,SYSN10006885,SH2383336,2,1096600,0,30000,20240625,4
TX0013451240627014,CUS0013451,SYSN10007608,SH1673434,2,595000,59500,15000,20240627,2
TX0013451240713015,CUS0013451,SYSN10000895,SH5194038,2,513100,0,0,20240713,2
TX0013451240717016,CUS0013451,SYSN10003053,SH6608326,1,636800,63700,20000,20240717,5
TX0013451240720017,CUS0013451,SYSN10002009,SH4460803,1,671500,0,0,20240720,4
TX0013451240808018,CUS0013451,SYSN10002455,SH2459729,2,539900,354800,0,20240808,4
TX0013451240821020,CUS0013451,SYSN10006916,SH7183674,3,622300,0,15000,20240821,6
TX0013451240909021,CUS0013451,SYSN10004351,SH9669760,2,1085500,1003000,20000,20240909,2
TX0013451240927022,CUS0013451,SYSN10007586,SH9255025,3,538400,80800,0,20240927,3
TX0013451240929023,CUS0013451,SYSN10006415,SH7689438,2,584100,116800,30000,20240929,4
TX0013451241004024,CUS0013451,SYSN10000348,SH6562484,3,503600,75500,30000,20241004,2
TX0013451241110026,CUS0013451,SYSN10001399,SH8654679,1,370600,134600,20000,20241110,5
TX0013451241114027,CUS0013451,SYSN10004401,SH8494985,1,577000,57700,0,20241114,5
TX0013451241122028,CUS0013451,SYSN10000061,SH7360682,1,697600,0,15000,20241122,4
TX0013451241123029,CUS0013451,SYSN10006885,SH2383336,2,1048700,0,30000,20241123,4
TX0013451241126030,CUS0013451,SYSN10007201,SH5031718,3,924900,554900,30000,20241126,2
TX0013451241217031,CUS0013451,SYSN10004804,SH8830137,1,690200,0,0,20241217,4
TX0013451241224032,CUS0013451,SYSN10006892,SH6846412,2,560300,0,0,20241224,5
TX0013451241226033,CUS0013451,SYSN10005011,SH8469790,2,706400,0,0,20241226,6
TX0013451250208035,CUS0013451,SYSN10005154,SH2637387,3,709400,106400,0,20250208,2
TX0013451250215036,CUS0013451,SYSN10000895,SH5194038,1,539800,0,20000,20250215,2
TX0013451250220037,CUS0013451,SYSN10001141,SH1084130,1,789600,39500,0,20250220,4
TX0013451250309039,CUS0013451,SYSN10002455,SH2459729,4,699500,0,30000,20250309,6
TX0013451250329040,CUS0013451,SYSN10003753,SH7096256,1,521200,0,30000,20250329,4
TX0013451250410041,CUS0013451,SYSN10005154,SH2637387,5,673300,0,0,20250410,4
TX0013451250604043,CUS0013451,SYSN10006885,SH2383336,2,1014700,101500,0,20250604,1
TX0013451250625044,CUS0013451,SYSN10000061,SH7360682,2,671900,0,20000,20250625,2
TX0013451250630045,CUS0013451,SYSN10006885,SH2383336,4,881300,1623700,0,20250630,1
TX0013451250716046,CUS0013451,SYSN10005415,SH4422298,1,526700,0,20000,20250716,5
TX0013451250805047,CUS0013451,SYSN10007586,SH9255025,3,519200,0,30000,20250805,1
TX0013451250924049,CUS0013451,SYSN10004175,SH4204629,4,566300,0,30000,20250924,4
TX0013451251017052,CUS0013451,SYSN10002096,SH8892760,2,483700,96700,0,20251017,6
TX0013451251019053,CUS0013451,SYSN10002096,SH8892760,1,515200,25800,30000,20251019,6
TX0013451251026054,CUS0013451,SYSN10001782,SH2932023,3,1040700,0,15000,20251026,3
TX0013451251123056,CUS0013451,SYSN10006885,SH2383336,2,1082400,108200,30000,20251123,2
TX0013451251208058,CUS0013451,SYSN10002096,SH8892760,1,503400,25200,0,20251208,2
TX0013451251211060,CUS0013451,SYSN10000574,SH8419054,1,359700,152900,0,20251211,4
TX0013451251212061,CUS0013451,SYSN10001872,SH4062782,4,443100,477400,20000,20251212,2
TX0013451251216062,CUS0013451,SYSN10004401,SH8494985,1,563200,0,15000,20251216,6
TX0013451251228063,CUS0013451,SYSN10006726,SH7497988,2,613700,61400,0,20251228,6
TX0013451251229064,CUS0013451,SYSN10006885,SH2383336,3,1102400,0,0,20251229,4
TX0013453250423000,CUS0013453,SYSN10007165,SH2259332,2,65700,6600,15000,20250423,1
TX0013455250829000,CUS0013455,SYSN10005349,SH7199511,1,92400,9200,0,20250829,4
TX0013455251128001,CUS0013455,SYSN10005485,SH6745716,1,161600,0,0,20251128,4
TX0013456250902000,CUS0013456,SYSN10006804,SH6207306,2,118300,0,0,20250902,4
TX0013456251112001,CUS0013456,SYSN10002728,SH8619230,1,125400,12500,0,20251112,4
TX0013457230812000,CUS0013457,SYSN10006052,SH6720037,1,369000,0,30000,20230812,2
TX0013457230908001,CUS0013457,SYSN10007228,SH8581822,1,245000,109200,15000,20230908,1
TX0013457230924002,CUS0013457,SYSN10006737,SH8597181,4,401000,0,0,20230924,3
TX0013457231010003,CUS0013457,SYSN10007582,SH1215089,1,383800,65600,20000,20231010,4
TX0013457231125004,CUS0013457,SYSN10004159,SH6760768,1,327600,0,15000,20231125,2
TX0013457231212005,CUS0013457,SYSN10003610,SH4543799,1,217600,41800,15000,20231212,1
TX0013457240518006,CUS0013457,SYSN10000445,SH1542011,2,389200,116700,0,20240518,4
TX0013457240615007,CUS0013457,SYSN10001744,SH8050191,2,452200,90400,0,20240615,5
TX0013457241211008,CUS0013457,SYSN10002629,SH1579706,1,204400,55200,15000,20241211,2
TX0013458230624000,CUS0013458,SYSN10000283,SH2425760,2,103300,10300,0,20230624,5
TX0013458230624001,CUS0013458,SYSN10006554,SH4675766,1,185800,0,30000,20230624,5
TX0013459231205000,CUS0013459,SYSN10006309,SH7083471,4,313500,0,15000,20231205,2
TX0013459231213001,CUS0013459,SYSN10004351,SH9669760,2,1469400,293900,0,20231213,6
TX0013459231214002,CUS0013459,SYSN10007333,SH2674678,2,522200,156700,20000,20231214,4
TX0013460240828001,CUS0013460,SYSN10006735,SH7604903,4,342500,0,0,20240828,2
TX0013460240909002,CUS0013460,SYSN10003968,SH1194285,2,465700,178700,15000,20240909,5
TX0013460241121003,CUS0013460,SYSN10007446,SH3667697,1,355500,0,15000,20241121,3
TX0013460241204004,CUS0013460,SYSN10005877,SH7535264,1,578300,86700,0,20241204,6
TX0013460241206005,CUS0013460,SYSN10006794,SH4697866,2,359500,143800,0,20241206,6
TX0013460241207006,CUS0013460,SYSN10007472,SH3994301,1,601000,0,15000,20241207,4
TX0013460241223007,CUS0013460,SYSN10000132,SH8095702,1,573500,172000,0,20241223,5
TX0013460241225008,CUS0013460,SYSN10001053,SH6608323,4,378400,384500,0,20241225,1
TX0013461250831000,CUS0013461,SYSN10003975,SH6835332,1,117500,23500,0,20250831,4
TX0013461251122001,CUS0013461,SYSN10004149,SH3559706,2,169000,33800,0,20251122,6
TX0013461251209003,CUS0013461,SYSN10006022,SH6130098,1,177900,17800,0,20251209,2
TX0013462231105000,CUS0013462,SYSN10001509,SH6549075,1,114400,0,15000,20231105,3
TX0013462231206001,CUS0013462,SYSN10007915,SH8430904,1,288200,0,30000,20231206,5
TX0013463250830000,CUS0013463,SYSN10002620,SH4972124,1,80200,16000,0,20250830,5
TX0013463250904001,CUS0013463,SYSN10002251,SH2259303,1,245200,49000,30000,20250904,1
TX0013463251103002,CUS0013463,SYSN10001489,SH2067513,1,210300,10500,0,20251103,6
TX0013463251219003,CUS0013463,SYSN10005855,SH6159274,1,135900,0,30000,20251219,2
TX0013464231212000,CUS0013464,SYSN10000273,SH2561359,1,58400,25500,0,20231212,4
TX0013465240720000,CUS0013465,SYSN10001631,SH2121034,1,154200,23100,0,20240720,3
TX0013465241113002,CUS0013465,SYSN10000828,SH2444410,1,122600,24500,20000,20241113,2
TX0013465241128003,CUS0013465,SYSN10005509,SH5315890,1,108400,0,30000,20241128,5
TX0013465241208004,CUS0013465,SYSN10003646,SH9103851,1,233000,0,20000,20241208,4
TX0013465250808006,CUS0013465,SYSN10005589,SH6970645,1,224400,89200,0,20250808,6
TX0013465250819007,CUS0013465,SYSN10007117,SH3962560,1,134800,0,30000,20250819,2
TX0013465251110008,CUS0013465,SYSN10001040,SH5196564,1,120300,34400,30000,20251110,1
TX0013465251113009,CUS0013465,SYSN10001056,SH8478776,2,207400,62200,0,20251113,6
TX0013465251130010,CUS0013465,SYSN10005741,SH7347525,1,301600,30200,15000,20251130,2
TX0013466241211000,CUS0013466,SYSN10000836,SH3718341,2,110100,105900,0,20241211,5
TX0013466250331001,CUS0013466,SYSN10000701,SH1741958,1,115700,11600,0,20250331,2
TX0013467240518001,CUS0013467,SYSN10007876,SH4261199,1,229300,0,15000,20240518,6
TX0013467240612002,CUS0013467,SYSN10000385,SH6383277,1,126100,6300,30000,20240612,6
TX0013467241210003,CUS0013467,SYSN10000803,SH4009366,1,122600,0,0,20241210,4
TX0013468231215000,CUS0013468,SYSN10001279,SH2885212,1,118900,0,15000,20231215,2
TX0013468231230001,CUS0013468,SYSN10002138,SH7165419,3,210900,31600,15000,20231230,4
TX0013469230710001,CUS0013469,SYSN10004804,SH8830137,4,670900,0,0,20230710,3
TX0013469231104002,CUS0013469,SYSN10004963,SH7339540,2,519500,0,0,20231104,4
TX0013469231110003,CUS0013469,SYSN10007333,SH2674678,5,354900,454600,0,20231110,4
TX0013469231116004,CUS0013469,SYSN10007586,SH9255025,1,530700,0,15000,20231116,2
TX0013470231203000,CUS0013470,SYSN10007206,SH5733314,1,190600,0,30000,20231203,5
TX0013471241226000,CUS0013471,SYSN10001805,SH9400075,1,151600,0,20000,20241226,1
TX0013471250110001,CUS0013471,SYSN10000638,SH6458938,3,173800,104300,30000,20250110,2
TX0013471250222002,CUS0013471,SYSN10002416,SH8921527,2,139800,14000,20000,20250222,5
TX0013471250425003,CUS0013471,SYSN10001816,SH3944538,1,247800,0,0,20250425,5
TX0013471250917004,CUS0013471,SYSN10007895,SH3097207,3,259200,38900,15000,20250917,6
TX0013472250905000,CUS0013472,SYSN10001296,SH7764490,1,173600,0,0,20250905,2
TX0013472250907001,CUS0013472,SYSN10004661,SH2675527,1,147100,22100,20000,20250907,6
TX0013472250911002,CUS0013472,SYSN10001316,SH4269688,1,107500,5400,0,20250911,6
TX0013472251111005,CUS0013472,SYSN10006388,SH9693792,1,175800,70400,0,20251111,2
TX0013472251118007,CUS0013472,SYSN10002645,SH9645532,2,208000,0,15000,20251118,2
TX0013472251123008,CUS0013472,SYSN10002645,SH9645532,1,210100,0,0,20251123,2
TX0013472251126009,CUS0013472,SYSN10005453,SH1262777,1,399600,0,15000,20251126,2
TX0013472251222010,CUS0013472,SYSN10003315,SH9812447,1,303800,0,30000,20251222,2
TX0013473251117000,CUS0013473,SYSN10001782,SH2932023,2,1141100,0,30000,20251117,5
TX0013473251117001,CUS0013473,SYSN10005227,SH2129844,3,654300,196300,0,20251117,4
TX0013473251121003,CUS0013473,SYSN10006483,SH1183462,1,503200,25200,0,20251121,5
TX0013473251127004,CUS0013473,SYSN10002732,SH7859493,3,847300,0,0,20251127,6
TX0013473251128005,CUS0013473,SYSN10003052,SH9318064,1,500600,25000,0,20251128,2
TX0013473251128006,CUS0013473,SYSN10001209,SH7774201,1,619000,61900,0,20251128,2
TX0013473251128007,CUS0013473,SYSN10006892,SH6846412,2,526000,0,0,20251128,6
TX0013473251129008,CUS0013473,SYSN10007759,SH6374007,2,821600,82200,20000,20251129,3
TX0013473251201009,CUS0013473,SYSN10002096,SH8892760,2,485000,97000,15000,20251201,3
TX0013473251204010,CUS0013473,SYSN10003968,SH1194285,2,592500,59300,0,20251204,5
TX0013473251204011,CUS0013473,SYSN10003431,SH6438342,1,684600,0,0,20251204,4
TX0013473251212013,CUS0013473,SYSN10000891,SH5602459,5,362100,589900,15000,20251212,2
TX0013473251212014,CUS0013473,SYSN10001160,SH9753742,1,526900,241100,0,20251212,2
TX0013473251212015,CUS0013473,SYSN10002455,SH2459729,2,520800,223700,0,20251212,5
TX0013473251212016,CUS0013473,SYSN10007586,SH9255025,3,380600,270400,20000,20251212,2
TX0013473251212017,CUS0013473,SYSN10002379,SH2949434,3,407500,411400,0,20251212,2
TX0013473251215018,CUS0013473,SYSN10005183,SH1733970,3,535000,80200,0,20251215,2
TX0013473251218019,CUS0013473,SYSN10000849,SH6105693,1,1460100,0,0,20251218,1
TX0013473251218020,CUS0013473,SYSN10001921,SH9386347,2,1136600,0,20000,20251218,6
TX0013473251222023,CUS0013473,SYSN10006892,SH6846412,1,526500,158000,0,20251222,4
TX0013473251223024,CUS0013473,SYSN10001582,SH2071693,1,766000,0,0,20251223,6
TX0013473251225025,CUS0013473,SYSN10002290,SH1161777,3,1079400,1545400,20000,20251225,6
TX0013474251111000,CUS0013474,SYSN10006904,SH3810310,1,112600,48900,0,20251111,5
TX0013474251213001,CUS0013474,SYSN10004321,SH4481016,1,149400,0,0,20251213,2
TX0013475251111000,CUS0013475,SYSN10000111,SH8395785,1,111600,53800,0,20251111,6
TX0013476251123001,CUS0013476,SYSN10004308,SH8875106,1,160400,8000,0,20251123,6
TX0013476251217003,CUS0013476,SYSN10005415,SH4422298,1,483000,0,20000,20251217,6
TX0013477231212001,CUS0013477,SYSN10006531,SH4603936,1,439800,173300,0,20231212,2
TX0013477231215002,CUS0013477,SYSN10002876,SH9110583,2,672100,0,0,20231215,6
TX0013477231230004,CUS0013477,SYSN10004701,SH2435321,4,544700,0,30000,20231230,1
TX0013478241101000,CUS0013478,SYSN10002860,SH7766517,3,275700,41400,30000,20241101,6
TX0013478241119001,CUS0013478,SYSN10003564,SH4040742,3,170600,0,0,20241119,3
TX0013478241227002,CUS0013478,SYSN10004025,SH1450701,1,133300,0,0,20241227,2
TX0013479250112000,CUS0013479,SYSN10007753,SH5834948,1,410800,41100,0,20250112,4
TX0013479250907002,CUS0013479,SYSN10002544,SH4064184,2,322300,128900,15000,20250907,6
TX0013479251008003,CUS0013479,SYSN10002647,SH1995794,1,327600,32800,0,20251008,3
TX0013480250322000,CUS0013480,SYSN10006301,SH2009708,3,199300,0,0,20250322,2
TX0013480250510001,CUS0013480,SYSN10002361,SH5674174,1,185300,55600,0,20250510,4
TX0013481250102000,CUS0013481,SYSN10007196,SH8460426,2,367400,73500,30000,20250102,2
TX0013481250410001,CUS0013481,SYSN10005726,SH7639846,1,505100,50500,20000,20250410,1
TX0013481251013002,CUS0013481,SYSN10003486,SH6203659,1,403000,120900,20000,20251013,4
TX0013482240715000,CUS0013482,SYSN10000895,SH5194038,3,532900,79900,20000,20240715,5
TX0013482240720001,CUS0013482,SYSN10007469,SH4106084,2,675200,0,15000,20240720,1
TX0013482240804002,CUS0013482,SYSN10000041,SH6120253,3,696400,208900,15000,20240804,2
TX0013482240813003,CUS0013482,SYSN10002096,SH8892760,5,523600,0,0,20240813,1
TX0013482240826004,CUS0013482,SYSN10007673,SH9010663,1,1265800,0,0,20240826,6
TX0013482240827005,CUS0013482,SYSN10002096,SH8892760,3,482100,72300,30000,20240827,3
TX0013482240923006,CUS0013482,SYSN10002389,SH7499943,1,837300,41900,30000,20240923,6
TX0013482240924007,CUS0013482,SYSN10006349,SH7815071,5,511300,127800,20000,20240924,4
TX0013482241008008,CUS0013482,SYSN10000895,SH5194038,1,509400,25500,30000,20241008,4
TX0013482241116010,CUS0013482,SYSN10001116,SH1901645,4,594400,356600,20000,20241116,4
TX0013482241124011,CUS0013482,SYSN10002644,SH7208876,3,608400,182500,30000,20241124,3
TX0013482241128012,CUS0013482,SYSN10004896,SH5549059,2,660700,0,0,20241128,2
TX0013482241129013,CUS0013482,SYSN10002414,SH5918412,1,565300,0,0,20241129,2
TX0013482241211014,CUS0013482,SYSN10000428,SH9318729,2,677400,300300,0,20241211,1
TX0013482241218015,CUS0013482,SYSN10006415,SH7689438,1,587600,117500,30000,20241218,4
TX0013483250722000,CUS0013483,SYSN10007261,SH6640884,2,125500,12600,15000,20250722,2
TX0013483250726001,CUS0013483,SYSN10002695,SH8936104,3,266200,79900,0,20250726,6
TX0013483251111002,CUS0013483,SYSN10005678,SH3141078,2,153200,115500,0,20251111,6
TX0013483251115003,CUS0013483,SYSN10003926,SH4859756,1,310400,62100,15000,20251115,6
TX0013484220814000,CUS0013484,SYSN10004084,SH9392397,2,177900,17800,20000,20220814,2
TX0013484241127001,CUS0013484,SYSN10001999,SH2676290,3,70400,0,20000,20241127,4
TX0013484250110002,CUS0013484,SYSN10005253,SH8207257,1,140600,42200,20000,20250110,3
TX0013484251230003,CUS0013484,SYSN10005613,SH1088005,1,136300,0,0,20251230,4
TX0013485250901000,CUS0013485,SYSN10004237,SH4765929,1,94200,14100,15000,20250901,2
TX0013485251111001,CUS0013485,SYSN10005446,SH7252556,1,52200,22200,0,20251111,1
TX0013486231127000,CUS0013486,SYSN10000319,SH5780177,2,297000,0,30000,20231127,5
TX0013486231202001,CUS0013486,SYSN10001414,SH4355347,2,342100,68400,30000,20231202,2
TX0013486240420002,CUS0013486,SYSN10002230,SH2404386,1,297500,0,20000,20240420,4
TX0013486240514003,CUS0013486,SYSN10006834,SH2138616,3,984900,147700,0,20240514,2
TX0013486240524004,CUS0013486,SYSN10001579,SH8605673,1,652400,65200,0,20240524,6
TX0013486240706005,CUS0013486,SYSN10006111,SH5546237,1,321700,0,0,20240706,5
TX0013486240726006,CUS0013486,SYSN10002503,SH7521659,4,834300,0,0,20240726,5
TX0013486240917007,CUS0013486,SYSN10003240,SH4208967,1,623800,0,30000,20240917,1
TX0013486241201008,CUS0013486,SYSN10003149,SH6065908,1,563300,0,15000,20241201,2
TX0013487231117000,CUS0013487,SYSN10000006,SH6960453,2,189200,0,15000,20231117,4
TX0013488231206000,CUS0013488,SYSN10005183,SH1733970,1,532500,106500,0,20231206,6
TX0013488231212001,CUS0013488,SYSN10002360,SH9876598,1,301100,103000,0,20231212,5
TX0013489251110000,CUS0013489,SYSN10005492,SH1783102,2,46200,28700,30000,20251110,5
TX0013489251225001,CUS0013489,SYSN10004209,SH1975973,1,194600,66500,30000,20251225,5
TX0013490251010000,CUS0013490,SYSN10002031,SH8081357,2,44600,44200,0,20251010,4
TX0013491230902000,CUS0013491,SYSN10001699,SH1653342,1,296800,0,0,20230902,2
TX0013491230905001,CUS0013491,SYSN10005571,SH1331072,1,129600,0,0,20230905,2
TX0013491240408002,CUS0013491,SYSN10006588,SH7970964,1,109200,21800,15000,20240408,6
TX0013491240511003,CUS0013491,SYSN10003211,SH5338420,1,164500,0,0,20240511,6
TX0013492231217000,CUS0013492,SYSN10005410,SH2329504,1,195300,19500,30000,20231217,2
TX0013492231223001,CUS0013492,SYSN10004583,SH9617883,1,163800,16400,20000,20231223,3
TX0013493241211000,CUS0013493,SYSN10007870,SH6002163,3,108000,106300,15000,20241211,5
TX0013493241225001,CUS0013493,SYSN10001456,SH4502324,2,236600,212400,0,20241225,6
TX0013494240312001,CUS0013494,SYSN10005663,SH9569924,1,80800,12100,20000,20240312,5
TX0013494250406003,CUS0013494,SYSN10005152,SH4767384,1,259400,51900,0,20250406,4
TX0013495231211000,CUS0013495,SYSN10007822,SH3158135,1,147900,72400,15000,20231211,2
TX0013495231224001,CUS0013495,SYSN10006484,SH9100571,1,97900,14700,20000,20231224,5
TX0013496250701000,CUS0013496,SYSN10002600,SH1698939,2,134900,27000,0,20250701,6
TX0013496251019001,CUS0013496,SYSN10006840,SH2585394,1,258800,0,20000,20251019,5
TX0013496251119002,CUS0013496,SYSN10004368,SH2118635,3,399900,239900,30000,20251119,2
TX0013496251205003,CUS0013496,SYSN10004224,SH4833760,2,400700,0,0,20251205,2
TX0013496251215004,CUS0013496,SYSN10006998,SH1519755,1,193800,9700,0,20251215,4
TX0013497240601000,CUS0013497,SYSN10005209,SH1619977,1,179500,0,20000,20240601,6
TX0013497241017001,CUS0013497,SYSN10004576,SH2665967,1,173600,0,15000,20241017,5
TX0013497250210002,CUS0013497,SYSN10002088,SH3283061,1,111000,11100,30000,20250210,5
TX0013497250601003,CUS0013497,SYSN10000930,SH7767404,2,70800,0,0,20250601,5
TX0013498250908001,CUS0013498,SYSN10002732,SH7859493,4,637800,957800,0,20250908,2
TX0013498251015002,CUS0013498,SYSN10000849,SH6105693,2,1449200,0,0,20251015,2
TX0013498251028003,CUS0013498,SYSN10003196,SH4788266,2,819000,0,0,20251028,1
TX0013499241211000,CUS0013499,SYSN10005341,SH4644312,1,84100,16000,20000,20241211,6
TX0013499241224001,CUS0013499,SYSN10001918,SH6819805,2,82100,0,30000,20241224,1
TX0013500240518000,CUS0013500,SYSN10006585,SH1757292,1,811200,0,20000,20240518,2
TX0013500240604002,CUS0013500,SYSN10007511,SH5378315,3,573800,86100,0,20240604,5
TX0013500240707003,CUS0013500,SYSN10007930,SH3338462,1,546100,109200,30000,20240707,5
TX0013500241212004,CUS0013500,SYSN10004432,SH1514234,1,365700,157100,20000,20241212,3
TX0013500241226005,CUS0013500,SYSN10003649,SH4576858,3,595000,89200,30000,20241226,2
TX0013500241231006,CUS0013500,SYSN10000203,SH1759041,1,814100,0,30000,20241231,6
TX0013500250119007,CUS0013500,SYSN10002827,SH3615226,3,489000,73300,30000,20250119,4
TX0013500250414009,CUS0013500,SYSN10002623,SH9812589,1,581700,0,0,20250414,2
TX0013500250427010,CUS0013500,SYSN10002663,SH9899410,1,638700,31900,30000,20250427,4
TX0013500250623011,CUS0013500,SYSN10005801,SH3434301,1,1241300,186200,15000,20250623,6
TX0013500250629012,CUS0013500,SYSN10003753,SH7096256,2,386800,0,30000,20250629,6
TX0013500250724013,CUS0013500,SYSN10003611,SH6795611,2,1333200,133300,20000,20250724,5
TX0013500250815014,CUS0013500,SYSN10007041,SH7103819,1,501600,75200,15000,20250815,1
TX0013500250911015,CUS0013500,SYSN10004401,SH8494985,2,562000,0,30000,20250911,5
TX0013500250930016,CUS0013500,SYSN10005415,SH4422298,2,494300,49400,30000,20250930,6
TX0013500251023019,CUS0013500,SYSN10005334,SH3553925,2,711100,71100,0,20251023,1
TX0013500251026020,CUS0013500,SYSN10002096,SH8892760,2,498700,49900,20000,20251026,6
TX0013500251123023,CUS0013500,SYSN10002706,SH1982702,1,522500,78400,0,20251123,4
TX0013500251213024,CUS0013500,SYSN10002751,SH2294596,2,654100,130800,0,20251213,6
TX0013500251224026,CUS0013500,SYSN10002846,SH1871401,2,1014300,405700,0,20251224,5
TX0013501250116000,CUS0013501,SYSN10006211,SH3202904,1,347300,69500,0,20250116,4
TX0013501250208001,CUS0013501,SYSN10002401,SH9856567,1,535500,0,0,20250208,2
TX0013501250630002,CUS0013501,SYSN10000904,SH7001942,2,733100,455300,0,20250630,2
TX0013501251204003,CUS0013501,SYSN10004397,SH7130336,1,451800,45200,0,20251204,2
TX0013502241107000,CUS0013502,SYSN10001181,SH7338067,1,316400,0,0,20241107,2
TX0013502241111001,CUS0013502,SYSN10005405,SH8228742,4,247100,153600,0,20241111,5
TX0013502241113002,CUS0013502,SYSN10001317,SH5580646,3,408000,183600,0,20241113,2
TX0013502241230003,CUS0013502,SYSN10001387,SH8379665,2,314100,31400,0,20241230,4
TX0013502250107004,CUS0013502,SYSN10007606,SH8164308,3,367000,0,0,20250107,5
TX0013502250120005,CUS0013502,SYSN10003184,SH5176993,1,966000,96600,0,20250120,1
TX0013502250126006,CUS0013502,SYSN10003576,SH2086312,4,752600,0,0,20250126,5
TX0013502250212007,CUS0013502,SYSN10003445,SH8906784,2,379800,0,15000,20250212,4
TX0013502250223008,CUS0013502,SYSN10006594,SH8791066,1,360000,72000,0,20250223,4
TX0013502250329009,CUS0013502,SYSN10002579,SH6225807,2,882500,176500,20000,20250329,4
TX0013502250401010,CUS0013502,SYSN10005061,SH3763470,3,746500,0,30000,20250401,2
TX0013502250410011,CUS0013502,SYSN10004896,SH5549059,1,680000,0,0,20250410,4
TX0013502250524012,CUS0013502,SYSN10002455,SH2459729,2,679100,203700,0,20250524,6
TX0013502250614013,CUS0013502,SYSN10001584,SH7643612,1,325900,0,15000,20250614,3
TX0013502250624014,CUS0013502,SYSN10006880,SH7467813,2,314500,0,0,20250624,2
TX0013502250907016,CUS0013502,SYSN10001411,SH8883139,1,395300,59300,0,20250907,2
TX0013502251009018,CUS0013502,SYSN10004351,SH9669760,3,1023700,1315900,0,20251009,5
TX0013502251010019,CUS0013502,SYSN10002418,SH1074018,4,658900,1141700,15000,20251010,5
TX0013502251105020,CUS0013502,SYSN10007815,SH9398699,1,582800,116600,0,20251105,6
TX0013502251109021,CUS0013502,SYSN10000895,SH5194038,2,516200,154900,0,20251109,2
TX0013502251110022,CUS0013502,SYSN10005864,SH2178890,2,213300,207500,0,20251110,5
TX0013502251112023,CUS0013502,SYSN10001599,SH1509483,1,584500,29200,0,20251112,6
TX0013502251118024,CUS0013502,SYSN10002071,SH1851844,1,470500,0,20000,20251118,6
TX0013502251202026,CUS0013502,SYSN10003403,SH6950148,2,323400,0,15000,20251202,2
TX0013503250815000,CUS0013503,SYSN10004683,SH9123408,1,448100,0,15000,20250815,4
TX0013503251004001,CUS0013503,SYSN10000730,SH3297254,2,341500,34200,0,20251004,2
TX0013503251010002,CUS0013503,SYSN10001579,SH8605673,3,485200,685700,20000,20251010,6
TX0013503251111004,CUS0013503,SYSN10002869,SH9036116,2,223200,68500,0,20251111,1
TX0013503251112005,CUS0013503,SYSN10000812,SH8617787,1,726300,108900,0,20251112,2
TX0013503251207007,CUS0013503,SYSN10002872,SH8661818,2,308800,0,0,20251207,5
TX0013503251211009,CUS0013503,SYSN10005419,SH1486122,1,305900,70500,20000,20251211,4
TX0013503251212010,CUS0013503,SYSN10001378,SH8443265,1,322700,91000,0,20251212,2
TX0013503251212011,CUS0013503,SYSN10007865,SH5421157,1,343600,85900,0,20251212,2
TX0013504251124000,CUS0013504,SYSN10003800,SH5020120,1,74700,7500,0,20251124,4
TX0013506250306000,CUS0013506,SYSN10003243,SH9958042,1,380000,0,15000,20250306,2
TX0013506250405001,CUS0013506,SYSN10002576,SH2231020,2,165900,0,15000,20250405,4
TX0013507251219000,CUS0013507,SYSN10005082,SH4483449,2,132000,0,15000,20251219,4
TX0013508250728001,CUS0013508,SYSN10006349,SH7815071,3,513400,0,0,20250728,2
TX0013508250819002,CUS0013508,SYSN10000574,SH8419054,2,536700,0,20000,20250819,3
TX0013508250830003,CUS0013508,SYSN10000285,SH9703982,4,642000,0,0,20250830,5
TX0013508250831004,CUS0013508,SYSN10006648,SH9992327,1,531400,53100,0,20250831,5
TX0013508250909005,CUS0013508,SYSN10006079,SH9611152,2,478500,306000,0,20250909,5
TX0013508250917006,CUS0013508,SYSN10001394,SH9773624,1,516800,155000,20000,20250917,6
TX0013508251117007,CUS0013508,SYSN10005895,SH1218422,2,569000,0,30000,20251117,5
TX0013508251124008,CUS0013508,SYSN10007934,SH6672261,1,763000,0,0,20251124,1
TX0013509231028000,CUS0013509,SYSN10006601,SH4665598,2,552400,0,0,20231028,2
TX0013509231110001,CUS0013509,SYSN10002809,SH7682705,3,376400,436100,0,20231110,4
TX0013509231113002,CUS0013509,SYSN10005415,SH4422298,4,523800,104800,30000,20231113,5
TX0013509231220003,CUS0013509,SYSN10004375,SH9158212,2,543900,108800,0,20231220,2
TX0013509231229004,CUS0013509,SYSN10001768,SH3256787,1,510200,0,0,20231229,5
TX0013510251027001,CUS0013510,SYSN10001276,SH1053648,1,140600,0,15000,20251027,2
TX0013511220819000,CUS0013511,SYSN10005275,SH4774790,1,415300,124600,30000,20220819,5
TX0013511221116001,CUS0013511,SYSN10003115,SH6408592,3,468500,0,15000,20221116,3
TX0013511221222002,CUS0013511,SYSN10002069,SH5497120,4,640500,384300,30000,20221222,4
TX0013511230712003,CUS0013511,SYSN10004580,SH3750775,1,331400,66300,0,20230712,6
