ma_snapshot,ma_san_pham,gia_tai_ngay,ton_kho_tai_ngay,ban_luy_ke,ban_trong_ngay_uoc_tinh,khoa_ngay
SNAPSYSN1000140720251126,SYSN10001407,88000,229,205,1,20251126
SNAPSYSN1000140720251127,SYSN10001407,86400,230,205,0,20251127
SNAPSYSN1000140720251128,SYSN10001407,86800,229,206,1,20251128
SNAPSYSN1000140720251129,SYSN10001407,87300,230,206,0,20251129
SNAPSYSN1000140720251130,SYSN10001407,83400,229,207,1,20251130
SNAPSYSN1000140720251201,SYSN10001407,85100,230,207,0,20251201
SNAPSYSN1000140720251202,SYSN10001407,83400,230,207,0,20251202
SNAPSYSN1000140720251203,SYSN10001407,83100,230,207,0,20251203
SNAPSYSN1000140720251204,SYSN10001407,82900,230,207,0,20251204
SNAPSYSN1000140720251205,SYSN10001407,83800,228,209,2,20251205
SNAPSYSN1000140720251206,SYSN10001407,87600,230,209,0,20251206
SNAPSYSN1000140720251207,SYSN10001407,82800,229,210,1,20251207
SNAPSYSN1000140720251208,SYSN10001407,85000,230,210,0,20251208
SNAPSYSN1000140720251209,SYSN10001407,86800,230,210,0,20251209
SNAPSYSN1000140720251210,SYSN10001407,83100,230,210,0,20251210
SNAPSYSN1000140720251211,SYSN10001407,74000,228,212,2,20251211
SNAPSYSN1000140720251212,SYSN10001407,74000,227,215,3,20251212
SNAPSYSN1000140720251213,SYSN10001407,82900,230,215,0,20251213
SNAPSYSN1000140720251214,SYSN10001407,84200,228,217,2,20251214
SNAPSYSN1000140720251215,SYSN10001407,85000,230,217,0,20251215
SNAPSYSN1000140720251216,SYSN10001407,86400,229,218,1,20251216
SNAPSYSN1000140720251217,SYSN10001407,83300,228,220,2,20251217
SNAPSYSN1000140720251218,SYSN10001407,86500,230,220,0,20251218
SNAPSYSN1000140720251219,SYSN10001407,83500,229,221,1,20251219
SNAPSYSN1000140720251220,SYSN10001407,86100,230,221,0,20251220
SNAPSYSN1000140720251221,SYSN10001407,88300,230,221,0,20251221
SNAPSYSN1000140720251222,SYSN10001407,86300,229,222,1,20251222
SNAPSYSN1000140720251223,SYSN10001407,88400,230,222,0,20251223
SNAPSYSN1000140720251224,SYSN10001407,86800,229,223,1,20251224
SNAPSYSN1000140720251225,SYSN10001407,74000,230,223,0,20251225
SNAPSYSN1000140720251226,SYSN10001407,84100,230,223,0,20251226
SNAPSYSN1000140720251227,SYSN10001407,83200,230,223,0,20251227
SNAPSYSN1000140720251228,SYSN10001407,83000,228,225,2,20251228
SNAPSYSN1000140720251229,SYSN10001407,87600,228,227,2,20251229
SNAPSYSN1000140720251230,SYSN10001407,88100,229,228,1,20251230
SNAPSYSN1000140720251231,SYSN10001407,83000,230,228,0,20251231
SNAPSYSN1000006520251002,SYSN10000065,128600,423,3417,2,20251002
SNAPSYSN1000006520251003,SYSN10000065,122500,424,3418,1,20251003
SNAPSYSN1000006520251004,SYSN10000065,124700,425,3418,0,20251004
SNAPSYSN1000006520251005,SYSN10000065,130200,425,3418,0,20251005
SNAPSYSN1000006520251006,SYSN10000065,126900,424,3419,1,20251006
SNAPSYSN1000006520251007,SYSN10000065,126800,425,3419,0,20251007
SNAPSYSN1000006520251008,SYSN10000065,122700,424,3420,1,20251008
SNAPSYSN1000006520251009,SYSN10000065,108800,424,3421,1,20251009
SNAPSYSN1000006520251010,SYSN10000065,108800,422,3424,3,20251010
SNAPSYSN1000006520251011,SYSN10000065,130300,425,3424,0,20251011
SNAPSYSN1000006520251012,SYSN10000065,129000,424,3425,1,20251012
SNAPSYSN1000006520251013,SYSN10000065,128400,424,3426,1,20251013
SNAPSYSN1000006520251014,SYSN10000065,129000,425,3426,0,20251014
SNAPSYSN1000006520251015,SYSN10000065,127800,425,3426,0,20251015
SNAPSYSN1000006520251016,SYSN10000065,128400,424,3427,1,20251016
SNAPSYSN1000006520251017,SYSN10000065,122300,425,3427,0,20251017
SNAPSYSN1000006520251018,SYSN10000065,129600,423,3429,2,20251018
SNAPSYSN1000006520251019,SYSN10000065,126200,425,3429,0,20251019
SNAPSYSN1000006520251020,SYSN10000065,124500,423,3431,2,20251020
SNAPSYSN1000006520251021,SYSN10000065,128600,424,3432,1,20251021
SNAPSYSN1000006520251022,SYSN10000065,126300,425,3432,0,20251022
SNAPSYSN1000006520251023,SYSN10000065,128200,425,3432,0,20251023
SNAPSYSN1000006520251024,SYSN10000065,130100,424,3433,1,20251024
SNAPSYSN1000006520251025,SYSN10000065,124200,425,3433,0,20251025
SNAPSYSN1000006520251026,SYSN10000065,124100,424,3434,1,20251026
SNAPSYSN1000006520251027,SYSN10000065,129600,424,3435,1,20251027
SNAPSYSN1000006520251028,SYSN10000065,123800,425,3435,0,20251028
SNAPSYSN1000006520251029,SYSN10000065,124100,425,3435,0,20251029
SNAPSYSN1000006520251030,SYSN10000065,129200,424,3436,1,20251030
SNAPSYSN1000006520251031,SYSN10000065,124100,425,3436,0,20251031
SNAPSYSN1000006520251101,SYSN10000065,124800,425,3436,0,20251101
SNAPSYSN1000006520251102,SYSN10000065,126700,425,3436,0,20251102
SNAPSYSN1000006520251103,SYSN10000065,126400,425,3436,0,20251103
SNAPSYSN1000006520251104,SYSN10000065,126900,424,3437,1,20251104
SNAPSYSN1000006520251105,SYSN10000065,129300,425,3437,0,20251105
SNAPSYSN1000006520251106,SYSN10000065,122100,425,3437,0,20251106
SNAPSYSN1000006520251107,SYSN10000065,127600,425,3437,0,20251107
SNAPSYSN1000006520251108,SYSN10000065,128900,425,3437,0,20251108
SNAPSYSN1000006520251109,SYSN10000065,129800,425,3437,0,20251109
SNAPSYSN1000006520251110,SYSN10000065,108800,422,3440,3,20251110
SNAPSYSN1000006520251111,SYSN10000065,108800,423,3442,2,20251111
SNAPSYSN1000006520251112,SYSN10000065,128600,425,3442,0,20251112
SNAPSYSN1000006520251113,SYSN10000065,127300,425,3442,0,20251113
SNAPSYSN1000006520251114,SYSN10000065,125400,425,3442,0,20251114
SNAPSYSN1000006520251115,SYSN10000065,128200,425,3442,0,20251115
SNAPSYSN1000006520251116,SYSN10000065,129900,425,3442,0,20251116
SNAPSYSN1000006520251117,SYSN10000065,125500,423,3444,2,20251117
SNAPSYSN1000006520251118,SYSN10000065,122500,424,3445,1,20251118
SNAPSYSN1000006520251119,SYSN10000065,122200,425,3445,0,20251119
SNAPSYSN1000006520251120,SYSN10000065,124800,425,3445,0,20251120
SNAPSYSN1000006520251121,SYSN10000065,129800,424,3446,1,20251121
SNAPSYSN1000006520251122,SYSN10000065,128600,424,3447,1,20251122
SNAPSYSN1000006520251123,SYSN10000065,125900,424,3448,1,20251123
SNAPSYSN1000006520251124,SYSN10000065,124100,425,3448,0,20251124
SNAPSYSN1000006520251125,SYSN10000065,125900,425,3448,0,20251125
SNAPSYSN1000006520251126,SYSN10000065,129800,424,3449,1,20251126
SNAPSYSN1000006520251127,SYSN10000065,127600,425,3449,0,20251127
SNAPSYSN1000006520251128,SYSN10000065,130200,425,3449,0,20251128
SNAPSYSN1000006520251129,SYSN10000065,122200,425,3449,0,20251129
SNAPSYSN1000006520251130,SYSN10000065,129900,424,3450,1,20251130
SNAPSYSN1000006520251201,SYSN10000065,123600,425,3450,0,20251201
SNAPSYSN1000006520251202,SYSN10000065,127800,425,3450,0,20251202
SNAPSYSN1000006520251203,SYSN10000065,122200,424,3451,1,20251203
SNAPSYSN1000006520251204,SYSN10000065,126000,425,3451,0,20251204
SNAPSYSN1000006520251205,SYSN10000065,125400,425,3451,0,20251205
SNAPSYSN1000006520251206,SYSN10000065,126600,425,3451,0,20251206
SNAPSYSN1000006520251207,SYSN10000065,123500,425,3451,0,20251207
SNAPSYSN1000006520251208,SYSN10000065,128800,423,3453,2,20251208
SNAPSYSN1000006520251209,SYSN10000065,130100,425,3453,0,20251209
SNAPSYSN1000006520251210,SYSN10000065,125400,425,3453,0,20251210
SNAPSYSN1000006520251211,SYSN10000065,108800,423,3455,2,20251211
SNAPSYSN1000006520251212,SYSN10000065,108800,421,3459,4,20251212
SNAPSYSN1000006520251213,SYSN10000065,122500,424,3460,1,20251213
SNAPSYSN1000006520251214,SYSN10000065,128900,424,3461,1,20251214
SNAPSYSN1000006520251215,SYSN10000065,129900,424,3462,1,20251215
SNAPSYSN1000006520251216,SYSN10000065,124600,425,3462,0,20251216
SNAPSYSN1000006520251217,SYSN10000065,127800,425,3462,0,20251217
SNAPSYSN1000006520251218,SYSN10000065,123900,425,3462,0,20251218
SNAPSYSN1000006520251219,SYSN10000065,129600,425,3462,0,20251219
SNAPSYSN1000006520251220,SYSN10000065,129600,425,3462,0,20251220
SNAPSYSN1000006520251221,SYSN10000065,130100,425,3462,0,20251221
SNAPSYSN1000006520251222,SYSN10000065,125600,424,3463,1,20251222
SNAPSYSN1000006520251223,SYSN10000065,129100,423,3465,2,20251223
SNAPSYSN1000006520251224,SYSN10000065,126200,424,3466,1,20251224
SNAPSYSN1000006520251225,SYSN10000065,108800,424,3467,1,20251225
SNAPSYSN1000006520251226,SYSN10000065,125900,424,3468,1,20251226
SNAPSYSN1000006520251227,SYSN10000065,128200,425,3468,0,20251227
SNAPSYSN1000006520251228,SYSN10000065,125800,425,3468,0,20251228
SNAPSYSN1000006520251229,SYSN10000065,122100,425,3468,0,20251229
SNAPSYSN1000006520251230,SYSN10000065,123700,424,3469,1,20251230
SNAPSYSN1000006520251231,SYSN10000065,126100,425,3469,0,20251231
SNAPSYSN1000634020251002,SYSN10006340,203900,64,164,0,20251002
SNAPSYSN1000634020251003,SYSN10006340,198600,63,165,1,20251003
SNAPSYSN1000634020251004,SYSN10006340,208400,64,165,0,20251004
SNAPSYSN1000634020251005,SYSN10006340,206400,64,165,0,20251005
SNAPSYSN1000634020251006,SYSN10006340,200500,63,166,1,20251006
SNAPSYSN1000634020251007,SYSN10006340,205000,62,168,2,20251007
SNAPSYSN1000634020251008,SYSN10006340,205400,63,169,1,20251008
SNAPSYSN1000634020251009,SYSN10006340,175100,62,171,2,20251009
SNAPSYSN1000634020251010,SYSN10006340,175100,62,173,2,20251010
SNAPSYSN1000634020251011,SYSN10006340,196400,64,173,0,20251011
SNAPSYSN1000634020251012,SYSN10006340,207800,63,174,1,20251012
SNAPSYSN1000634020251013,SYSN10006340,205200,63,175,1,20251013
SNAPSYSN1000634020251014,SYSN10006340,201300,64,175,0,20251014
SNAPSYSN1000634020251015,SYSN10006340,197200,64,175,0,20251015
SNAPSYSN1000634020251016,SYSN10006340,197500,62,177,2,20251016
SNAPSYSN1000634020251017,SYSN10006340,196400,64,177,0,20251017
SNAPSYSN1000634020251018,SYSN10006340,208400,63,178,1,20251018
SNAPSYSN1000634020251019,SYSN10006340,204200,64,178,0,20251019
SNAPSYSN1000634020251020,SYSN10006340,205500,63,179,1,20251020
SNAPSYSN1000634020251021,SYSN10006340,196500,63,180,1,20251021
SNAPSYSN1000634020251022,SYSN10006340,209700,64,180,0,20251022
SNAPSYSN1000634020251023,SYSN10006340,206700,63,181,1,20251023
SNAPSYSN1000634020251024,SYSN10006340,209700,62,183,2,20251024
SNAPSYSN1000634020251025,SYSN10006340,196700,63,184,1,20251025
SNAPSYSN1000634020251026,SYSN10006340,200700,64,184,0,20251026
SNAPSYSN1000634020251027,SYSN10006340,208900,61,187,3,20251027
SNAPSYSN1000634020251028,SYSN10006340,199200,63,188,1,20251028
SNAPSYSN1000634020251029,SYSN10006340,198900,63,189,1,20251029
SNAPSYSN1000634020251030,SYSN10006340,204400,63,190,1,20251030
SNAPSYSN1000634020251031,SYSN10006340,196500,63,191,1,20251031
SNAPSYSN1000634020251101,SYSN10006340,200200,63,192,1,20251101
SNAPSYSN1000634020251102,SYSN10006340,202900,64,192,0,20251102
SNAPSYSN1000634020251103,SYSN10006340,199600,62,194,2,20251103
SNAPSYSN1000634020251104,SYSN10006340,197800,64,194,0,20251104
SNAPSYSN1000634020251105,SYSN10006340,207500,64,194,0,20251105
SNAPSYSN1000634020251106,SYSN10006340,208000,63,195,1,20251106
SNAPSYSN1000634020251107,SYSN10006340,208400,63,196,1,20251107
SNAPSYSN1000634020251108,SYSN10006340,205200,64,196,0,20251108
SNAPSYSN1000634020251109,SYSN10006340,208700,64,196,0,20251109
SNAPSYSN1000634020251110,SYSN10006340,175100,62,198,2,20251110
SNAPSYSN1000634020251111,SYSN10006340,175100,60,202,4,20251111
SNAPSYSN1000634020251112,SYSN10006340,200300,64,202,0,20251112
SNAPSYSN1000634020251113,SYSN10006340,203600,64,202,0,20251113
SNAPSYSN1000634020251114,SYSN10006340,209800,64,202,0,20251114
SNAPSYSN1000634020251115,SYSN10006340,207400,63,203,1,20251115
SNAPSYSN1000634020251116,SYSN10006340,207800,64,203,0,20251116
SNAPSYSN1000634020251117,SYSN10006340,196600,64,203,0,20251117
SNAPSYSN1000634020251118,SYSN10006340,208000,63,204,1,20251118
SNAPSYSN1000634020251119,SYSN10006340,202400,64,204,0,20251119
SNAPSYSN1000634020251120,SYSN10006340,201000,64,204,0,20251120
SNAPSYSN1000634020251121,SYSN10006340,202800,63,205,1,20251121
SNAPSYSN1000634020251122,SYSN10006340,203700,64,205,0,20251122
SNAPSYSN1000634020251123,SYSN10006340,200700,64,205,0,20251123
SNAPSYSN1000634020251124,SYSN10006340,209300,63,206,1,20251124
SNAPSYSN1000634020251125,SYSN10006340,202700,64,206,0,20251125
SNAPSYSN1000634020251126,SYSN10006340,204400,64,206,0,20251126
SNAPSYSN1000634020251127,SYSN10006340,197100,64,206,0,20251127
SNAPSYSN1000634020251128,SYSN10006340,196300,63,207,1,20251128
SNAPSYSN1000634020251129,SYSN10006340,196000,62,209,2,20251129
SNAPSYSN1000634020251130,SYSN10006340,200700,64,209,0,20251130
SNAPSYSN1000634020251201,SYSN10006340,201800,62,211,2,20251201
SNAPSYSN1000634020251202,SYSN10006340,206200,64,211,0,20251202
SNAPSYSN1000634020251203,SYSN10006340,205900,64,211,0,20251203
SNAPSYSN1000634020251204,SYSN10006340,208500,63,212,1,20251204
SNAPSYSN1000634020251205,SYSN10006340,196900,63,213,1,20251205
SNAPSYSN1000634020251206,SYSN10006340,197000,64,213,0,20251206
SNAPSYSN1000634020251207,SYSN10006340,199500,64,213,0,20251207
SNAPSYSN1000634020251208,SYSN10006340,202200,63,214,1,20251208
SNAPSYSN1000634020251209,SYSN10006340,201300,63,215,1,20251209
SNAPSYSN1000634020251210,SYSN10006340,204100,63,216,1,20251210
SNAPSYSN1000634020251211,SYSN10006340,175100,62,218,2,20251211
SNAPSYSN1000634020251212,SYSN10006340,175100,59,223,5,20251212
SNAPSYSN1000634020251213,SYSN10006340,209200,64,223,0,20251213
SNAPSYSN1000634020251214,SYSN10006340,205900,63,224,1,20251214
SNAPSYSN1000634020251215,SYSN10006340,201000,64,224,0,20251215
SNAPSYSN1000634020251216,SYSN10006340,199300,64,224,0,20251216
SNAPSYSN1000634020251217,SYSN10006340,204600,64,224,0,20251217
SNAPSYSN1000634020251218,SYSN10006340,204200,63,225,1,20251218
SNAPSYSN1000634020251219,SYSN10006340,210000,64,225,0,20251219
SNAPSYSN1000634020251220,SYSN10006340,196700,61,228,3,20251220
SNAPSYSN1000634020251221,SYSN10006340,199600,62,230,2,20251221
SNAPSYSN1000634020251222,SYSN10006340,199800,64,230,0,20251222
SNAPSYSN1000634020251223,SYSN10006340,197900,63,231,1,20251223
SNAPSYSN1000634020251224,SYSN10006340,203700,64,231,0,20251224
SNAPSYSN1000634020251225,SYSN10006340,175100,62,233,2,20251225
SNAPSYSN1000634020251226,SYSN10006340,197700,63,234,1,20251226
SNAPSYSN1000634020251227,SYSN10006340,202000,64,234,0,20251227
SNAPSYSN1000634020251228,SYSN10006340,204400,64,234,0,20251228
SNAPSYSN1000634020251229,SYSN10006340,208200,64,234,0,20251229
SNAPSYSN1000634020251230,SYSN10006340,199400,64,234,0,20251230
SNAPSYSN1000634020251231,SYSN10006340,210000,63,235,1,20251231
SNAPSYSN1000104420251002,SYSN10001044,26000,405,627,0,20251002
SNAPSYSN1000104420251003,SYSN10001044,26900,404,628,1,20251003
SNAPSYSN1000104420251004,SYSN10001044,26300,405,628,0,20251004
SNAPSYSN1000104420251005,SYSN10001044,26700,401,632,4,20251005
SNAPSYSN1000104420251006,SYSN10001044,27100,405,632,0,20251006
SNAPSYSN1000104420251007,SYSN10001044,26400,404,633,1,20251007
SNAPSYSN1000104420251008,SYSN10001044,27200,405,633,0,20251008
SNAPSYSN1000104420251009,SYSN10001044,23000,403,635,2,20251009
SNAPSYSN1000104420251010,SYSN10001044,23000,400,640,5,20251010
SNAPSYSN1000104420251011,SYSN10001044,26200,404,641,1,20251011
SNAPSYSN1000104420251012,SYSN10001044,27000,405,641,0,20251012
SNAPSYSN1000104420251013,SYSN10001044,27400,405,641,0,20251013
SNAPSYSN1000104420251014,SYSN10001044,26800,405,641,0,20251014
SNAPSYSN1000104420251015,SYSN10001044,26500,405,641,0,20251015
SNAPSYSN1000104420251016,SYSN10001044,27100,405,641,0,20251016
SNAPSYSN1000104420251017,SYSN10001044,26400,405,641,0,20251017
SNAPSYSN1000104420251018,SYSN10001044,27100,404,642,1,20251018
SNAPSYSN1000104420251019,SYSN10001044,26400,404,643,1,20251019
SNAPSYSN1000104420251020,SYSN10001044,25700,405,643,0,20251020
SNAPSYSN1000104420251021,SYSN10001044,26700,405,643,0,20251021
SNAPSYSN1000104420251022,SYSN10001044,26400,404,644,1,20251022
SNAPSYSN1000104420251023,SYSN10001044,26100,404,645,1,20251023
SNAPSYSN1000104420251024,SYSN10001044,27200,405,645,0,20251024
SNAPSYSN1000104420251025,SYSN10001044,26700,405,645,0,20251025
SNAPSYSN1000104420251026,SYSN10001044,26300,404,646,1,20251026
SNAPSYSN1000104420251027,SYSN10001044,25900,405,646,0,20251027
SNAPSYSN1000104420251028,SYSN10001044,26700,405,646,0,20251028
SNAPSYSN1000104420251029,SYSN10001044,27200,405,646,0,20251029
SNAPSYSN1000104420251030,SYSN10001044,26400,405,646,0,20251030
SNAPSYSN1000104420251031,SYSN10001044,26900,405,646,0,20251031
SNAPSYSN1000104420251101,SYSN10001044,27200,405,646,0,20251101
SNAPSYSN1000104420251102,SYSN10001044,26100,405,646,0,20251102
SNAPSYSN1000104420251103,SYSN10001044,27400,405,646,0,20251103
SNAPSYSN1000104420251104,SYSN10001044,26400,405,646,0,20251104
SNAPSYSN1000104420251105,SYSN10001044,26600,405,646,0,20251105
SNAPSYSN1000104420251106,SYSN10001044,26000,405,646,0,20251106
SNAPSYSN1000104420251107,SYSN10001044,26300,404,647,1,20251107
SNAPSYSN1000104420251108,SYSN10001044,26400,405,647,0,20251108
SNAPSYSN1000104420251109,SYSN10001044,26000,404,648,1,20251109
SNAPSYSN1000104420251110,SYSN10001044,23000,404,649,1,20251110
SNAPSYSN1000104420251111,SYSN10001044,23000,405,649,0,20251111
SNAPSYSN1000104420251112,SYSN10001044,26400,404,650,1,20251112
SNAPSYSN1000104420251113,SYSN10001044,26800,405,650,0,20251113
SNAPSYSN1000104420251114,SYSN10001044,26800,405,650,0,20251114
SNAPSYSN1000104420251115,SYSN10001044,26000,404,651,1,20251115
SNAPSYSN1000104420251116,SYSN10001044,27400,405,651,0,20251116
SNAPSYSN1000104420251117,SYSN10001044,26500,405,651,0,20251117
SNAPSYSN1000104420251118,SYSN10001044,27500,404,652,1,20251118
SNAPSYSN1000104420251119,SYSN10001044,27300,405,652,0,20251119
SNAPSYSN1000104420251120,SYSN10001044,27200,405,652,0,20251120
SNAPSYSN1000104420251121,SYSN10001044,25900,405,652,0,20251121
SNAPSYSN1000104420251122,SYSN10001044,27300,405,652,0,20251122
SNAPSYSN1000104420251123,SYSN10001044,26500,405,652,0,20251123
SNAPSYSN1000104420251124,SYSN10001044,26800,405,652,0,20251124
SNAPSYSN1000104420251125,SYSN10001044,26700,405,652,0,20251125
SNAPSYSN1000104420251126,SYSN10001044,26600,404,653,1,20251126
SNAPSYSN1000104420251127,SYSN10001044,26000,405,653,0,20251127
SNAPSYSN1000104420251128,SYSN10001044,27200,405,653,0,20251128
SNAPSYSN1000104420251129,SYSN10001044,26200,405,653,0,20251129
SNAPSYSN1000104420251130,SYSN10001044,26400,405,653,0,20251130
SNAPSYSN1000104420251201,SYSN10001044,26900,404,654,1,20251201
SNAPSYSN1000104420251202,SYSN10001044,25700,405,654,0,20251202
SNAPSYSN1000104420251203,SYSN10001044,26800,405,654,0,20251203
SNAPSYSN1000104420251204,SYSN10001044,27200,405,654,0,20251204
SNAPSYSN1000104420251205,SYSN10001044,27200,403,656,2,20251205
SNAPSYSN1000104420251206,SYSN10001044,27500,405,656,0,20251206
SNAPSYSN1000104420251207,SYSN10001044,27000,405,656,0,20251207
SNAPSYSN1000104420251208,SYSN10001044,26800,405,656,0,20251208
SNAPSYSN1000104420251209,SYSN10001044,25800,405,656,0,20251209
SNAPSYSN1000104420251210,SYSN10001044,25900,405,656,0,20251210
SNAPSYSN1000104420251211,SYSN10001044,23000,405,656,0,20251211
SNAPSYSN1000104420251212,SYSN10001044,23000,404,657,1,20251212
SNAPSYSN1000104420251213,SYSN10001044,25800,405,657,0,20251213
SNAPSYSN1000104420251214,SYSN10001044,26500,404,658,1,20251214
SNAPSYSN1000104420251215,SYSN10001044,26800,404,659,1,20251215
SNAPSYSN1000104420251216,SYSN10001044,27400,405,659,0,20251216
SNAPSYSN1000104420251217,SYSN10001044,25700,404,660,1,20251217
SNAPSYSN1000104420251218,SYSN10001044,26000,405,660,0,20251218
SNAPSYSN1000104420251219,SYSN10001044,27500,405,660,0,20251219
SNAPSYSN1000104420251220,SYSN10001044,26200,404,661,1,20251220
SNAPSYSN1000104420251221,SYSN10001044,27400,405,661,0,20251221
SNAPSYSN1000104420251222,SYSN10001044,27100,404,662,1,20251222
SNAPSYSN1000104420251223,SYSN10001044,25900,405,662,0,20251223
SNAPSYSN1000104420251224,SYSN10001044,27100,404,663,1,20251224
SNAPSYSN1000104420251225,SYSN10001044,23000,404,664,1,20251225
SNAPSYSN1000104420251226,SYSN10001044,27300,405,664,0,20251226
SNAPSYSN1000104420251227,SYSN10001044,26000,405,664,0,20251227
SNAPSYSN1000104420251228,SYSN10001044,26200,405,664,0,20251228
SNAPSYSN1000104420251229,SYSN10001044,26800,405,664,0,20251229
SNAPSYSN1000104420251230,SYSN10001044,27500,405,664,0,20251230
SNAPSYSN1000104420251231,SYSN10001044,27500,405,664,0,20251231
SNAPSYSN1000668820251002,SYSN10006688,279800,300,466,2,20251002
SNAPSYSN1000668820251003,SYSN10006688,281500,302,466,0,20251003
SNAPSYSN1000668820251004,SYSN10006688,280000,301,467,1,20251004
SNAPSYSN1000668820251005,SYSN10006688,288800,300,469,2,20251005
SNAPSYSN1000668820251006,SYSN10006688,281400,300,471,2,20251006
SNAPSYSN1000668820251007,SYSN10006688,294000,301,472,1,20251007
SNAPSYSN1000668820251008,SYSN10006688,290000,302,472,0,20251008
SNAPSYSN1000668820251009,SYSN10006688,249900,302,472,0,20251009
SNAPSYSN1000668820251010,SYSN10006688,249900,297,477,5,20251010
SNAPSYSN1000668820251011,SYSN10006688,298800,302,477,0,20251011
SNAPSYSN1000668820251012,SYSN10006688,284200,302,477,0,20251012
SNAPSYSN1000668820251013,SYSN10006688,293900,302,477,0,20251013
SNAPSYSN1000668820251014,SYSN10006688,285900,300,479,2,20251014
SNAPSYSN1000668820251015,SYSN10006688,299300,302,479,0,20251015
SNAPSYSN1000668820251016,SYSN10006688,286200,302,479,0,20251016
SNAPSYSN1000668820251017,SYSN10006688,285900,302,479,0,20251017
SNAPSYSN1000668820251018,SYSN10006688,292100,301,480,1,20251018
SNAPSYSN1000668820251019,SYSN10006688,279800,302,480,0,20251019
SNAPSYSN1000668820251020,SYSN10006688,283000,301,481,1,20251020
SNAPSYSN1000668820251021,SYSN10006688,291700,301,482,1,20251021
SNAPSYSN1000668820251022,SYSN10006688,286000,301,483,1,20251022
SNAPSYSN1000668820251023,SYSN10006688,289000,302,483,0,20251023
SNAPSYSN1000668820251024,SYSN10006688,293400,302,483,0,20251024
SNAPSYSN1000668820251025,SYSN10006688,298900,301,484,1,20251025
SNAPSYSN1000668820251026,SYSN10006688,289100,301,485,1,20251026
SNAPSYSN1000668820251027,SYSN10006688,299100,302,485,0,20251027
SNAPSYSN1000668820251028,SYSN10006688,293700,302,485,0,20251028
SNAPSYSN1000668820251029,SYSN10006688,284300,300,487,2,20251029
SNAPSYSN1000668820251030,SYSN10006688,288400,302,487,0,20251030
SNAPSYSN1000668820251031,SYSN10006688,288400,301,488,1,20251031
SNAPSYSN1000668820251101,SYSN10006688,292000,301,489,1,20251101
SNAPSYSN1000668820251102,SYSN10006688,279500,302,489,0,20251102
SNAPSYSN1000668820251103,SYSN10006688,295900,302,489,0,20251103
SNAPSYSN1000668820251104,SYSN10006688,286800,302,489,0,20251104
SNAPSYSN1000668820251105,SYSN10006688,289200,301,490,1,20251105
SNAPSYSN1000668820251106,SYSN10006688,298000,302,490,0,20251106
SNAPSYSN1000668820251107,SYSN10006688,293500,301,491,1,20251107
SNAPSYSN1000668820251108,SYSN10006688,289400,301,492,1,20251108
SNAPSYSN1000668820251109,SYSN10006688,282900,300,494,2,20251109
SNAPSYSN1000668820251110,SYSN10006688,249900,300,496,2,20251110
SNAPSYSN1000668820251111,SYSN10006688,249900,294,504,8,20251111
SNAPSYSN1000668820251112,SYSN10006688,296500,302,504,0,20251112
SNAPSYSN1000668820251113,SYSN10006688,295100,302,504,0,20251113
SNAPSYSN1000668820251114,SYSN10006688,296800,301,505,1,20251114
SNAPSYSN1000668820251115,SYSN10006688,281800,301,506,1,20251115
SNAPSYSN1000668820251116,SYSN10006688,286100,301,507,1,20251116
SNAPSYSN1000668820251117,SYSN10006688,289000,301,508,1,20251117
SNAPSYSN1000668820251118,SYSN10006688,286500,302,508,0,20251118
SNAPSYSN1000668820251119,SYSN10006688,284700,302,508,0,20251119
SNAPSYSN1000668820251120,SYSN10006688,297800,300,510,2,20251120
SNAPSYSN1000668820251121,SYSN10006688,289700,302,510,0,20251121
SNAPSYSN1000668820251122,SYSN10006688,299600,301,511,1,20251122
SNAPSYSN1000668820251123,SYSN10006688,280200,300,513,2,20251123
SNAPSYSN1000668820251124,SYSN10006688,296600,302,513,0,20251124
SNAPSYSN1000668820251125,SYSN10006688,284500,302,513,0,20251125
SNAPSYSN1000668820251126,SYSN10006688,280900,300,515,2,20251126
SNAPSYSN1000668820251127,SYSN10006688,281700,300,517,2,20251127
SNAPSYSN1000668820251128,SYSN10006688,297900,301,518,1,20251128
SNAPSYSN1000668820251129,SYSN10006688,279800,300,520,2,20251129
SNAPSYSN1000668820251130,SYSN10006688,282200,301,521,1,20251130
SNAPSYSN1000668820251201,SYSN10006688,294500,301,522,1,20251201
SNAPSYSN1000668820251202,SYSN10006688,295200,301,523,1,20251202
SNAPSYSN1000668820251203,SYSN10006688,289700,302,523,0,20251203
SNAPSYSN1000668820251204,SYSN10006688,293900,300,525,2,20251204
SNAPSYSN1000668820251205,SYSN10006688,296200,302,525,0,20251205
SNAPSYSN1000668820251206,SYSN10006688,289000,302,525,0,20251206
SNAPSYSN1000668820251207,SYSN10006688,298400,302,525,0,20251207
SNAPSYSN1000668820251208,SYSN10006688,291300,301,526,1,20251208
SNAPSYSN1000668820251209,SYSN10006688,282500,302,526,0,20251209
SNAPSYSN1000668820251210,SYSN10006688,296200,302,526,0,20251210
SNAPSYSN1000668820251211,SYSN10006688,249900,301,527,1,20251211
SNAPSYSN1000668820251212,SYSN10006688,249900,301,528,1,20251212
SNAPSYSN1000668820251213,SYSN10006688,299000,302,528,0,20251213
SNAPSYSN1000668820251214,SYSN10006688,283400,301,529,1,20251214
SNAPSYSN1000668820251215,SYSN10006688,291600,301,530,1,20251215
