ma_giao_dich,ma_khach_hang,ma_san_pham,ngay_giao_dich,gia_tri_sau_giam,co_bat_thuong,phan_vi_25,phan_vi_75,khoang_tu_phan_vi
TX0012816251211010,CUS0012816,SYSN10007177,2025-12-11,694300,0,400600.0,833600.0,433000.0
TX0012816251214011,CUS0012816,SYSN10000215,2025-12-14,486600,0,313700.0,684750.0,371050.0
TX0012816251220012,CUS0012816,SYSN10002487,2025-12-20,493900,0,506775.0,1033700.0,526925.0
TX0012817251017000,CUS0012817,SYSN10007633,2025-10-17,285600,0,258200.0,598800.0,340600.0
TX0012817251107001,CUS0012817,SYSN10002566,2025-11-07,310400,0,270425.0,352825.0,82400.0
TX0012817251111002,CUS0012817,SYSN10001379,2025-11-11,128500,0,137800.0,145900.0,8100.0
TX0012817251227004,CUS0012817,SYSN10003328,2025-12-27,360200,1,154000.0,181200.0,27200.0
TX0012818250417000,CUS0012818,SYSN10006051,2025-04-17,1171700,0,429550.0,888950.0,459400.0
TX0012818250418001,CUS0012818,SYSN10006885,2025-04-18,1991400,0,1036525.0,2905125.0,1868600.0
TX0012818250510003,CUS0012818,SYSN10005850,2025-05-10,392100,0,389150.0,767400.0,378250.0
TX0012818250520004,CUS0012818,SYSN10001413,2025-05-20,350300,0,356525.0,684625.0,328100.0
TX0012818250530005,CUS0012818,SYSN10002007,2025-05-30,1171200,0,362525.0,768100.0,405575.0
TX0012818250612006,CUS0012818,SYSN10004371,2025-06-12,597300,0,347625.0,697600.0,349975.0
TX0012818250617007,CUS0012818,SYSN10006873,2025-06-17,1058400,0,502125.0,1060050.0,557925.0
TX0012818250627008,CUS0012818,SYSN10005426,2025-06-27,633900,0,367275.0,770050.0,402775.0
TX0012818250712009,CUS0012818,SYSN10005131,2025-07-12,721000,0,327175.0,683800.0,356625.0
TX0012818250724011,CUS0012818,SYSN10006252,2025-07-24,319300,0,349300.0,736400.0,387100.0
TX0012818250727012,CUS0012818,SYSN10002889,2025-07-27,1052700,0,434100.0,878000.0,443900.0
TX0012818250803013,CUS0012818,SYSN10004156,2025-08-03,912800,0,445600.0,944650.0,499050.0
TX0012818250808014,CUS0012818,SYSN10003089,2025-08-08,515300,0,384825.0,464375.0,79550.0
TX0012818250825015,CUS0012818,SYSN10007524,2025-08-25,416400,0,490775.0,1009050.0,518275.0
TX0012818250908016,CUS0012818,SYSN10003394,2025-09-08,946300,0,796350.0,2121550.0,1325200.0
TX0012818250915017,CUS0012818,SYSN10003761,2025-09-15,308700,0,275200.0,591400.0,316200.0
TX0012818250916018,CUS0012818,SYSN10000369,2025-09-16,1296000,0,643075.0,1878975.0,1235900.0
TX0012818250916019,CUS0012818,SYSN10001424,2025-09-16,285400,0,271000.0,602800.0,331800.0
TX0012818250920020,CUS0012818,SYSN10001429,2025-09-20,347000,0,341600.0,702100.0,360500.0
TX0012818251021021,CUS0012818,SYSN10004552,2025-10-21,336500,0,298500.0,358200.0,59700.0
TX0012818251207022,CUS0012818,SYSN10000075,2025-12-07,2625000,0,703975.0,1515425.0,811450.0
TX0012818251210023,CUS0012818,SYSN10005976,2025-12-10,837800,0,401350.0,861300.0,459950.0
TX0012818251210024,CUS0012818,SYSN10003649,2025-12-10,1083800,0,586025.0,1261600.0,675575.0
TX0012818251225025,CUS0012818,SYSN10006725,2025-12-25,375000,0,325200.0,549400.0,224200.0
TX0012819250727000,CUS0012819,SYSN10003301,2025-07-27,92900,0,87900.0,103550.0,15650.0
TX0012820220319000,CUS0012820,SYSN10006885,2022-03-19,1015400,0,1036525.0,2905125.0,1868600.0
TX0012820220616001,CUS0012820,SYSN10005120,2022-06-16,532300,0,507300.0,1489400.0,982100.0
TX0012820221021002,CUS0012820,SYSN10001778,2022-10-21,434800,0,375900.0,867300.0,491400.0
TX0012820221207003,CUS0012820,SYSN10005183,2022-12-07,1539000,0,495800.0,1330650.0,834850.0
TX0012820221220004,CUS0012820,SYSN10005574,2022-12-20,1046500,0,347200.0,697200.0,350000.0
TX0012820230514005,CUS0012820,SYSN10007704,2023-05-14,340300,0,337525.0,715450.0,377925.0
TX0012820230920006,CUS0012820,SYSN10003230,2023-09-20,412300,0,384750.0,644200.0,259450.0
TX0012820240822008,CUS0012820,SYSN10005949,2024-08-22,358500,0,348900.0,702650.0,353750.0
TX0012820250310010,CUS0012820,SYSN10002648,2025-03-10,690700,0,364775.0,703725.0,338950.0
TX0012820250624011,CUS0012820,SYSN10004371,2025-06-24,734400,0,347625.0,697600.0,349975.0
TX0012820251202012,CUS0012820,SYSN10004060,2025-12-02,496000,0,509900.0,1278900.0,769000.0
TX0012821250416000,CUS0012821,SYSN10003550,2025-04-16,495200,0,433875.0,919875.0,486000.0
TX0012821250620002,CUS0012821,SYSN10005415,2025-06-20,1464600,0,490100.0,1407600.0,917500.0
TX0012821250706003,CUS0012821,SYSN10000710,2025-07-06,291100,0,300475.0,664100.0,363625.0
TX0012821250802004,CUS0012821,SYSN10003932,2025-08-02,632600,0,599100.0,1403000.0,803900.0
TX0012821250907006,CUS0012821,SYSN10005687,2025-09-07,596900,0,344050.0,668025.0,323975.0
TX0012821250917007,CUS0012821,SYSN10000686,2025-09-17,1136200,0,546950.0,1223300.0,676350.0
TX0012821251102008,CUS0012821,SYSN10003839,2025-11-02,465600,0,451725.0,900950.0,449225.0
TX0012821251130009,CUS0012821,SYSN10002585,2025-11-30,930000,0,452975.0,922000.0,469025.0
TX0012821251211010,CUS0012821,SYSN10007041,2025-12-11,815600,0,520400.0,1371100.0,850700.0
TX0012821251215011,CUS0012821,SYSN10006730,2025-12-15,716900,0,699725.0,1482600.0,782875.0
TX0012821251221012,CUS0012821,SYSN10002861,2025-12-21,391000,0,362675.0,700350.0,337675.0
TX0012822220603000,CUS0012822,SYSN10007756,2022-06-03,654000,0,703300.0,1471600.0,768300.0
TX0012822220606001,CUS0012822,SYSN10003348,2022-06-06,721400,0,354600.0,743900.0,389300.0
TX0012822220708002,CUS0012822,SYSN10001476,2022-07-08,854800,0,424100.0,935400.0,511300.0
TX0012822230421003,CUS0012822,SYSN10004289,2023-04-21,768600,0,329950.0,652050.0,322100.0
TX0012822230426004,CUS0012822,SYSN10006834,2023-04-26,775300,0,913600.0,2168650.0,1255050.0
TX0012822230531005,CUS0012822,SYSN10006666,2023-05-31,274200,0,287750.0,635200.0,347450.0
TX0012822230628006,CUS0012822,SYSN10003410,2023-06-28,544500,0,325800.0,697100.0,371300.0
TX0012822240517007,CUS0012822,SYSN10003149,2024-05-17,465700,0,500800.0,1119100.0,618300.0
TX0012822240725008,CUS0012822,SYSN10000509,2024-07-25,909700,0,507875.0,1466225.0,958350.0
TX0012822241010009,CUS0012822,SYSN10003601,2024-10-10,579000,0,423500.0,656900.0,233400.0
TX0012822241125010,CUS0012822,SYSN10002740,2024-11-25,331500,0,331575.0,684050.0,352475.0
TX0012822250604011,CUS0012822,SYSN10005550,2025-06-04,351800,0,400800.0,762400.0,361600.0
TX0012822250806012,CUS0012822,SYSN10005323,2025-08-06,1064500,0,570800.0,1229200.0,658400.0
TX0012823231210000,CUS0012823,SYSN10004855,2023-12-10,834100,0,447825.0,1006475.0,558650.0
TX0012823231212001,CUS0012823,SYSN10004214,2023-12-12,275800,0,392200.0,681975.0,289775.0
TX0012823231212002,CUS0012823,SYSN10003651,2023-12-12,240900,0,361025.0,811800.0,450775.0
TX0012824250128000,CUS0012824,SYSN10006885,2025-01-28,1064600,0,1036525.0,2905125.0,1868600.0
TX0012824250220001,CUS0012824,SYSN10001751,2025-02-20,2333000,0,814800.0,1689000.0,874200.0
TX0012824250412002,CUS0012824,SYSN10006601,2025-04-12,1380300,0,532725.0,1231150.0,698425.0
TX0012824250616003,CUS0012824,SYSN10002644,2025-06-16,963200,0,571700.0,1603300.0,1031600.0
TX0012824250703004,CUS0012824,SYSN10002487,2025-07-03,527700,0,506775.0,1033700.0,526925.0
TX0012824250709005,CUS0012824,SYSN10000606,2025-07-09,1434400,0,860250.0,2465125.0,1604875.0
TX0012824250813006,CUS0012824,SYSN10000289,2025-08-13,1308200,0,649300.0,1785500.0,1136200.0
TX0012824251031007,CUS0012824,SYSN10000574,2025-10-31,500700,0,510550.0,1284500.0,773950.0
TX0012824251102008,CUS0012824,SYSN10006973,2025-11-02,1552700,0,508150.0,1331350.0,823200.0
TX0012825250911001,CUS0012825,SYSN10005410,2025-09-11,390800,0,192450.0,388500.0,196050.0
TX0012826231130000,CUS0012826,SYSN10000755,2023-11-30,105600,0,106425.0,113250.0,6825.0
TX0012826231225001,CUS0012826,SYSN10005913,2023-12-25,100300,0,108025.0,245050.0,137025.0
TX0012826240105002,CUS0012826,SYSN10004251,2024-01-05,143600,0,159625.0,336050.0,176425.0
TX0012826240521003,CUS0012826,SYSN10001198,2024-05-21,504800,0,388950.0,639250.0,250300.0
TX0012826240608004,CUS0012826,SYSN10003324,2024-06-08,219200,0,174100.0,230000.0,55900.0
TX0012826240810005,CUS0012826,SYSN10006863,2024-08-10,857700,1,278700.0,380900.0,102200.0
TX0012826250308006,CUS0012826,SYSN10000023,2025-03-08,89400,0,129575.0,281050.0,151475.0
TX0012826250420007,CUS0012826,SYSN10004239,2025-04-20,129700,0,142250.0,292850.0,150600.0
TX0012826250429008,CUS0012826,SYSN10006978,2025-04-29,140100,0,156100.0,234000.0,77900.0
TX0012826250808009,CUS0012826,SYSN10007112,2025-08-08,164100,0,164475.0,168525.0,4050.0
TX0012826250825010,CUS0012826,SYSN10001298,2025-08-25,193100,0,192300.0,298250.0,105950.0
TX0012827231126000,CUS0012827,SYSN10006774,2023-11-26,136700,0,126800.0,143200.0,16400.0
TX0012827240120001,CUS0012827,SYSN10003624,2024-01-20,156100,0,156100.0,355000.0,198900.0
TX0012827241024002,CUS0012827,SYSN10003363,2024-10-24,197400,0,220600.0,299100.0,78500.0
TX0012827250725003,CUS0012827,SYSN10006299,2025-07-25,281100,1,377300.0,439100.0,61800.0
TX0012827250811004,CUS0012827,SYSN10007989,2025-08-11,433500,0,140850.0,325425.0,184575.0
TX0012828250925000,CUS0012828,SYSN10005884,2025-09-25,72300,0,73000.0,76800.0,3800.0
TX0012829240703000,CUS0012829,SYSN10004597,2024-07-03,132700,0,125500.0,198225.0,72725.0
TX0012829240811001,CUS0012829,SYSN10006882,2024-08-11,111600,0,112950.0,158400.0,45450.0
TX0012829241109002,CUS0012829,SYSN10007511,2024-11-09,553400,0,547275.0,1185450.0,638175.0
TX0012830250930000,CUS0012830,SYSN10001719,2025-09-30,58900,0,61400.0,66300.0,4900.0
TX0012831251006000,CUS0012831,SYSN10005463,2025-10-06,257500,0,234450.0,510550.0,276100.0
TX0012832231205000,CUS0012832,SYSN10002549,2023-12-05,589100,0,382500.0,747700.0,365200.0
TX0012832231215001,CUS0012832,SYSN10002223,2023-12-15,1305000,1,366725.0,732025.0,365300.0
TX0012832231217002,CUS0012832,SYSN10007254,2023-12-17,894500,0,301375.0,615950.0,314575.0
TX0012833250514000,CUS0012833,SYSN10001699,2025-05-14,600800,0,276800.0,623350.0,346550.0
TX0012833250516001,CUS0012833,SYSN10002839,2025-05-16,876100,0,295600.0,646400.0,350800.0
TX0012833250616002,CUS0012833,SYSN10000445,2025-06-16,336300,0,355000.0,703800.0,348800.0
TX0012833251205003,CUS0012833,SYSN10003638,2025-12-05,234100,0,271000.0,633800.0,362800.0
TX0012834250607000,CUS0012834,SYSN10006773,2025-06-07,288000,0,235400.0,283100.0,47700.0
TX0012834250620001,CUS0012834,SYSN10005558,2025-06-20,266000,0,137550.0,281350.0,143800.0
TX0012835231212000,CUS0012835,SYSN10005126,2023-12-12,116800,0,128900.0,235000.0,106100.0
TX0012835250511001,CUS0012835,SYSN10000175,2025-05-11,275200,0,168000.0,333225.0,165225.0
TX0012836240325000,CUS0012836,SYSN10004190,2024-03-25,335600,0,305600.0,661500.0,355900.0
TX0012836240505002,CUS0012836,SYSN10005207,2024-05-05,129400,0,124100.0,140900.0,16800.0
TX0012836250303003,CUS0012836,SYSN10006537,2025-03-03,133300,0,121500.0,131000.0,9500.0
TX0012836251212004,CUS0012836,SYSN10001227,2025-12-12,391400,0,237550.0,406725.0,169175.0
TX0012837250126000,CUS0012837,SYSN10005771,2025-01-26,123500,0,109100.0,230400.0,121300.0
TX0012837250613001,CUS0012837,SYSN10000137,2025-06-13,59700,0,35750.0,54225.0,18475.0
TX0012837250826002,CUS0012837,SYSN10007419,2025-08-26,43900,0,44300.0,64050.0,19750.0
TX0012837251225003,CUS0012837,SYSN10000566,2025-12-25,247400,0,239600.0,440075.0,200475.0
TX0012838251213000,CUS0012838,SYSN10007531,2025-12-13,217600,1,100800.0,120300.0,19500.0
TX0012839241127000,CUS0012839,SYSN10000260,2024-11-27,183100,0,117400.0,157975.0,40575.0
TX0012839250424001,CUS0012839,SYSN10007598,2025-04-24,143500,0,144300.0,311800.0,167500.0
TX0012839251002002,CUS0012839,SYSN10005958,2025-10-02,183000,0,190650.0,376275.0,185625.0
TX0012840231211000,CUS0012840,SYSN10007035,2023-12-11,28400,0,50900.0,107700.0,56800.0
TX0012840251031001,CUS0012840,SYSN10006656,2025-10-31,160900,0,69325.0,130375.0,61050.0
TX0012841250621000,CUS0012841,SYSN10005154,2025-06-21,672400,0,685450.0,1833700.0,1148250.0
TX0012841250630001,CUS0012841,SYSN10007795,2025-06-30,887200,0,540150.0,1485925.0,945775.0
TX0012841250701002,CUS0012841,SYSN10007641,2025-07-01,602400,0,602400.0,1520700.0,918300.0
TX0012841250726003,CUS0012841,SYSN10000348,2025-07-26,408800,0,485300.0,1050400.0,565100.0
TX0012841250913004,CUS0012841,SYSN10006887,2025-09-13,4163400,0,932000.0,2444300.0,1512300.0
TX0012841251111005,CUS0012841,SYSN10007540,2025-11-11,423400,0,566100.0,1206000.0,639900.0
TX0012841251111006,CUS0012841,SYSN10004896,2025-11-11,660000,0,674300.0,1771500.0,1097200.0
TX0012841251207007,CUS0012841,SYSN10007683,2025-12-07,2251200,0,773250.0,1943350.0,1170100.0
TX0012841251227008,CUS0012841,SYSN10001287,2025-12-27,644100,0,621725.0,1344050.0,722325.0
TX0012842251220000,CUS0012842,SYSN10000317,2025-12-20,366800,1,135050.0,181600.0,46550.0
TX0012842251221001,CUS0012842,SYSN10006026,2025-12-21,96300,0,90300.0,107600.0,17300.0
TX0012842251223002,CUS0012842,SYSN10001028,2025-12-23,111300,0,91900.0,111300.0,19400.0
TX0012842251223004,CUS0012842,SYSN10007748,2025-12-23,96300,0,96300.0,161900.0,65600.0
TX0012842251224005,CUS0012842,SYSN10001455,2025-12-24,243300,0,208100.0,338350.0,130250.0
TX0012842251225006,CUS0012842,SYSN10000933,2025-12-25,191900,0,153350.0,193750.0,40400.0
TX0012842251227007,CUS0012842,SYSN10002817,2025-12-27,111600,0,110950.0,125150.0,14200.0
TX0012842251228008,CUS0012842,SYSN10007979,2025-12-28,135700,0,116050.0,194950.0,78900.0
TX0012842251229009,CUS0012842,SYSN10004402,2025-12-29,182000,0,142250.0,265550.0,123300.0
TX0012842251231010,CUS0012842,SYSN10003089,2025-12-31,332200,0,384825.0,464375.0,79550.0
TX0012843250818000,CUS0012843,SYSN10001777,2025-08-18,162800,0,162800.0,175600.0,12800.0
TX0012843251009001,CUS0012843,SYSN10006773,2025-10-09,107900,1,235400.0,283100.0,47700.0
TX0012844250604001,CUS0012844,SYSN10006256,2025-06-04,405000,0,391250.0,643500.0,252250.0
TX0012844250614002,CUS0012844,SYSN10001973,2025-06-14,870700,0,298450.0,626750.0,328300.0
TX0012844250624003,CUS0012844,SYSN10003431,2025-06-24,446700,0,655900.0,1914900.0,1259000.0
TX0012844250808004,CUS0012844,SYSN10003253,2025-08-08,652800,0,473400.0,1308700.0,835300.0
TX0012844250810005,CUS0012844,SYSN10000212,2025-08-10,374600,0,412650.0,864700.0,452050.0
TX0012844251007006,CUS0012844,SYSN10007818,2025-10-07,759700,0,378900.0,759700.0,380800.0
TX0012844251010007,CUS0012844,SYSN10004326,2025-10-10,230800,0,372300.0,764300.0,392000.0
TX0012844251012008,CUS0012844,SYSN10004147,2025-10-12,601000,0,271475.0,574150.0,302675.0
TX0012844251026009,CUS0012844,SYSN10003649,2025-10-26,644300,0,586025.0,1261600.0,675575.0
TX0012844251105010,CUS0012844,SYSN10005455,2025-11-05,829700,0,402575.0,842650.0,440075.0
TX0012844251231012,CUS0012844,SYSN10000505,2025-12-31,352200,0,357150.0,774800.0,417650.0
TX0012845250224000,CUS0012845,SYSN10001141,2025-02-24,628600,0,781600.0,2334300.0,1552700.0
TX0012845250405001,CUS0012845,SYSN10005194,2025-04-05,1305600,0,757600.0,1574300.0,816700.0
TX0012845250406002,CUS0012845,SYSN10007930,2025-04-06,2685000,0,541025.0,1451650.0,910625.0
TX0012845250418003,CUS0012845,SYSN10001580,2025-04-18,946100,0,537775.0,1413850.0,876075.0
TX0012845250904005,CUS0012845,SYSN10004038,2025-09-04,1993000,0,671350.0,1479900.0,808550.0
TX0012846221008001,CUS0012846,SYSN10000567,2022-10-08,461400,0,463550.0,1087250.0,623700.0
TX0012846221029003,CUS0012846,SYSN10007440,2022-10-29,770800,0,391950.0,803300.0,411350.0
TX0012846221116004,CUS0012846,SYSN10001169,2022-11-16,514600,0,513425.0,1042400.0,528975.0
TX0012846221123005,CUS0012846,SYSN10007921,2022-11-23,1126000,0,525600.0,1126000.0,600400.0
TX0012846221204006,CUS0012846,SYSN10007140,2022-12-04,765000,0,381475.0,742550.0,361075.0
TX0012846230208007,CUS0012846,SYSN10000710,2023-02-08,934500,0,300475.0,664100.0,363625.0
TX0012846230309008,CUS0012846,SYSN10007008,2023-03-09,423400,0,409600.0,725000.0,315400.0
TX0012846230512009,CUS0012846,SYSN10003960,2023-05-12,397900,0,358075.0,763025.0,404950.0
TX0012846230623010,CUS0012846,SYSN10006366,2023-06-23,662900,0,347950.0,678600.0,330650.0
TX0012846230724011,CUS0012846,SYSN10004644,2023-07-24,333900,0,343200.0,654700.0,311500.0
TX0012846231110012,CUS0012846,SYSN10001620,2023-11-10,351300,0,280500.0,586025.0,305525.0
TX0012846231212013,CUS0012846,SYSN10001411,2023-12-12,725600,0,387350.0,747500.0,360150.0
TX0012846240312015,CUS0012846,SYSN10005769,2024-03-12,1160200,0,384800.0,1016400.0,631600.0
TX0012846240528016,CUS0012846,SYSN10001823,2024-05-28,580900,0,648625.0,1396250.0,747625.0
TX0012846240530017,CUS0012846,SYSN10005726,2024-05-30,1646100,0,536300.0,1471425.0,935125.0
TX0012846240716018,CUS0012846,SYSN10007041,2024-07-16,431500,0,520400.0,1371100.0,850700.0
TX0012846240902019,CUS0012846,SYSN10000128,2024-09-02,1118600,0,377100.0,834400.0,457300.0
TX0012846241019020,CUS0012846,SYSN10007283,2024-10-19,404500,0,525400.0,1628700.0,1103300.0
TX0012846241225021,CUS0012846,SYSN10004175,2024-12-25,1031100,0,549925.0,1517525.0,967600.0
TX0012846250213022,CUS0012846,SYSN10006887,2025-02-13,946500,0,932000.0,2444300.0,1512300.0
TX0012846250809024,CUS0012846,SYSN10006381,2025-08-09,1030800,1,284450.0,476750.0,192300.0
TX0012846250924025,CUS0012846,SYSN10003240,2025-09-24,1589900,0,587300.0,1283800.0,696500.0
TX0012846251105026,CUS0012846,SYSN10004551,2025-11-05,339500,0,315850.0,373600.0,57750.0
TX0012847251122000,CUS0012847,SYSN10003184,2025-11-22,1433800,0,900500.0,2192100.0,1291600.0
TX0012847251123001,CUS0012847,SYSN10002688,2025-11-23,976400,0,483250.0,1231925.0,748675.0
TX0012847251123002,CUS0012847,SYSN10007161,2025-11-23,4311500,0,820700.0,2354600.0,1533900.0
TX0012847251124003,CUS0012847,SYSN10007971,2025-11-24,517500,0,523525.0,1437475.0,913950.0
TX0012847251124004,CUS0012847,SYSN10005755,2025-11-24,1046700,0,528200.0,1112800.0,584600.0
TX0012847251125005,CUS0012847,SYSN10004979,2025-11-25,1874400,0,666950.0,1408300.0,741350.0
TX0012847251127007,CUS0012847,SYSN10001790,2025-11-27,1909800,0,642725.0,1855000.0,1212275.0
TX0012847251129008,CUS0012847,SYSN10007586,2025-11-29,1088600,0,524250.0,1483350.0,959100.0
TX0012847251130009,CUS0012847,SYSN10001790,2025-11-30,680900,0,642725.0,1855000.0,1212275.0
TX0012847251201011,CUS0012847,SYSN10005612,2025-12-01,4004500,0,935675.0,2263250.0,1327575.0
TX0012847251204013,CUS0012847,SYSN10006892,2025-12-04,498300,0,525325.0,1231800.0,706475.0
TX0012847251209017,CUS0012847,SYSN10005154,2025-12-09,1183700,0,685450.0,1833700.0,1148250.0
TX0012847251209018,CUS0012847,SYSN10002846,2025-12-09,1893200,0,959600.0,2101750.0,1142150.0
TX0012847251210019,CUS0012847,SYSN10000075,2025-12-10,721300,0,703975.0,1515425.0,811450.0
TX0012847251212021,CUS0012847,SYSN10005513,2025-12-12,361100,0,918575.0,2361775.0,1443200.0
TX0012847251212022,CUS0012847,SYSN10001933,2025-12-12,894400,0,638950.0,1327400.0,688450.0
TX0012847251212023,CUS0012847,SYSN10000606,2025-12-12,1390900,0,860250.0,2465125.0,1604875.0
TX0012847251214025,CUS0012847,SYSN10004621,2025-12-14,3337100,1,764400.0,1622300.0,857900.0
TX0012847251218027,CUS0012847,SYSN10001394,2025-12-18,1028400,0,489950.0,1199750.0,709800.0
TX0012847251218028,CUS0012847,SYSN10000571,2025-12-18,978300,0,570300.0,1431250.0,860950.0
TX0012847251219029,CUS0012847,SYSN10006489,2025-12-19,657000,0,699700.0,1882400.0,1182700.0
TX0012847251220030,CUS0012847,SYSN10006142,2025-12-20,1443400,0,512600.0,1052400.0,539800.0
TX0012847251220031,CUS0012847,SYSN10000496,2025-12-20,1180100,0,591700.0,1603700.0,1012000.0
TX0012847251221032,CUS0012847,SYSN10003430,2025-12-21,609500,0,599675.0,1451900.0,852225.0
TX0012847251222033,CUS0012847,SYSN10002455,2025-12-22,2578700,0,664550.0,1773450.0,1108900.0
TX0012847251222034,CUS0012847,SYSN10005035,2025-12-22,1690200,0,790700.0,2099200.0,1308500.0
TX0012847251223035,CUS0012847,SYSN10002751,2025-12-23,2909100,1,662900.0,1380200.0,717300.0
TX0012847251223036,CUS0012847,SYSN10000285,2025-12-23,1779800,0,598450.0,1684050.0,1085600.0
TX0012847251223037,CUS0012847,SYSN10001116,2025-12-23,597800,0,552875.0,1230950.0,678075.0
TX0012847251225038,CUS0012847,SYSN10006730,2025-12-25,1330900,0,699725.0,1482600.0,782875.0
TX0012847251225039,CUS0012847,SYSN10001169,2025-12-25,885700,0,513425.0,1042400.0,528975.0
TX0012848250722000,CUS0012848,SYSN10000817,2025-07-22,801100,0,754900.0,1909200.0,1154300.0
TX0012848250811001,CUS0012848,SYSN10002389,2025-08-11,1585700,0,806500.0,1705250.0,898750.0
TX0012848250818002,CUS0012848,SYSN10004164,2025-08-18,599300,0,563625.0,1209150.0,645525.0
TX0012848250821003,CUS0012848,SYSN10007608,2025-08-21,521700,0,592475.0,1256600.0,664125.0
TX0012848250824004,CUS0012848,SYSN10007469,2025-08-24,1895100,0,628500.0,1722900.0,1094400.0
TX0012848250827005,CUS0012848,SYSN10000369,2025-08-27,1155200,0,643075.0,1878975.0,1235900.0
TX0012848250831006,CUS0012848,SYSN10000574,2025-08-31,539200,0,510550.0,1284500.0,773950.0
TX0012848250902007,CUS0012848,SYSN10007759,2025-09-02,827400,0,795675.0,2100450.0,1304775.0
TX0012848250903008,CUS0012848,SYSN10001948,2025-09-03,1598400,0,536250.0,1485800.0,949550.0
TX0012848250907009,CUS0012848,SYSN10007214,2025-09-07,1059000,0,513200.0,1361600.0,848400.0
TX0012848250908010,CUS0012848,SYSN10007683,2025-09-08,557700,0,773250.0,1943350.0,1170100.0
TX0012848250920011,CUS0012848,SYSN10004804,2025-09-20,1764700,0,660000.0,1507800.0,847800.0
TX0012848250921012,CUS0012848,SYSN10001774,2025-09-21,1547700,0,511650.0,1385175.0,873525.0
TX0012848250921013,CUS0012848,SYSN10007524,2025-09-21,1515900,0,490775.0,1009050.0,518275.0
TX0012848250924014,CUS0012848,SYSN10007079,2025-09-24,437000,0,491875.0,1084575.0,592700.0
TX0012848250929016,CUS0012848,SYSN10007899,2025-09-29,1260800,0,592300.0,1316900.0,724600.0
TX0012848250929017,CUS0012848,SYSN10004432,2025-09-29,525400,0,489375.0,1026450.0,537075.0
TX0012848251001018,CUS0012848,SYSN10001580,2025-10-01,564800,0,537775.0,1413850.0,876075.0
TX0012848251004019,CUS0012848,SYSN10000970,2025-10-04,1208600,0,622850.0,1745400.0,1122550.0
TX0012848251007020,CUS0012848,SYSN10001464,2025-10-07,2075500,0,1281100.0,3131300.0,1850200.0
TX0012848251009021,CUS0012848,SYSN10003480,2025-10-09,295100,0,501850.0,1020775.0,518925.0
TX0012848251009022,CUS0012848,SYSN10006349,2025-10-09,248800,0,489400.0,1178400.0,689000.0
TX0012848251013023,CUS0012848,SYSN10003611,2025-10-13,5463600,1,1323250.0,2811700.0,1488450.0
TX0012848251022024,CUS0012848,SYSN10002143,2025-10-22,751000,0,694750.0,1865650.0,1170900.0
TX0012848251028025,CUS0012848,SYSN10001394,2025-10-28,970000,0,489950.0,1199750.0,709800.0
TX0012848251105026,CUS0012848,SYSN10002096,2025-11-05,979400,0,490900.0,1339750.0,848850.0
TX0012848251105027,CUS0012848,SYSN10004038,2025-11-05,2104800,0,671350.0,1479900.0,808550.0
TX0012848251107028,CUS0012848,SYSN10006489,2025-11-07,1291100,0,699700.0,1882400.0,1182700.0
TX0012848251110029,CUS0012848,SYSN10001196,2025-11-10,662200,0,687300.0,1617250.0,929950.0
TX0012848251111030,CUS0012848,SYSN10007899,2025-11-11,1376900,0,592300.0,1316900.0,724600.0
TX0012848251111031,CUS0012848,SYSN10005470,2025-11-11,538200,0,1082600.0,2391825.0,1309225.0
TX0012848251111032,CUS0012848,SYSN10004125,2025-11-11,2086000,0,636500.0,1735600.0,1099100.0
TX0012848251114033,CUS0012848,SYSN10003430,2025-11-14,546700,0,599675.0,1451900.0,852225.0
TX0012848251115034,CUS0012848,SYSN10003053,2025-11-15,647800,0,630400.0,1863825.0,1233425.0
TX0012848251121035,CUS0012848,SYSN10003052,2025-11-21,1042200,0,488450.0,1054750.0,566300.0
TX0012848251122036,CUS0012848,SYSN10007412,2025-11-22,1881400,0,1010250.0,2912250.0,1902000.0
TX0012848251122037,CUS0012848,SYSN10006902,2025-11-22,2010600,0,1175950.0,2535200.0,1359250.0
TX0012848251122038,CUS0012848,SYSN10003394,2025-11-22,791200,0,796350.0,2121550.0,1325200.0
TX0012848251123039,CUS0012848,SYSN10007393,2025-11-23,2304600,0,1785475.0,3040075.0,1254600.0
TX0012848251124040,CUS0012848,SYSN10005670,2025-11-24,1297400,0,738200.0,1634100.0,895900.0
TX0012848251125041,CUS0012848,SYSN10003932,2025-11-25,609900,0,599100.0,1403000.0,803900.0
TX0012848251125042,CUS0012848,SYSN10005194,2025-11-25,1518000,0,757600.0,1574300.0,816700.0
TX0012848251128043,CUS0012848,SYSN10002666,2025-11-28,462200,0,513650.0,1248175.0,734525.0
TX0012848251128044,CUS0012848,SYSN10005154,2025-11-28,1376000,0,685450.0,1833700.0,1148250.0
TX0012848251204045,CUS0012848,SYSN10003576,2025-12-04,1638700,0,685825.0,1488200.0,802375.0
TX0012848251206046,CUS0012848,SYSN10002349,2025-12-06,2176600,0,640300.0,1346600.0,706300.0
TX0012848251206047,CUS0012848,SYSN10004375,2025-12-06,893800,0,489150.0,1095100.0,605950.0
TX0012848251209049,CUS0012848,SYSN10004804,2025-12-09,1173700,0,660000.0,1507800.0,847800.0
TX0012848251209050,CUS0012848,SYSN10002370,2025-12-09,1564500,0,520975.0,1317575.0,796600.0
