khoa_ngay,ngay_day_du,nam,quy,thang,tuan,ngay,ten_thang,ten_thu,la_cuoi_tuan
20250908,2025-09-08,2025,3,9,37,8,September,Monday,0
20250909,2025-09-09,2025,3,9,37,9,September,Tuesday,0
20250910,2025-09-10,2025,3,9,37,10,September,Wednesday,0
20250911,2025-09-11,2025,3,9,37,11,September,Thursday,0
20250912,2025-09-12,2025,3,9,37,12,September,Friday,0
20250913,2025-09-13,2025,3,9,37,13,September,Saturday,1
20250914,2025-09-14,2025,3,9,37,14,September,Sunday,1
20250915,2025-09-15,2025,3,9,38,15,September,Monday,0
20250916,2025-09-16,2025,3,9,38,16,September,Tuesday,0
20250917,2025-09-17,2025,3,9,38,17,September,Wednesday,0
20250918,2025-09-18,2025,3,9,38,18,September,Thursday,0
20250919,2025-09-19,2025,3,9,38,19,September,Friday,0
20250920,2025-09-20,2025,3,9,38,20,September,Saturday,1
20250921,2025-09-21,2025,3,9,38,21,September,Sunday,1
20250922,2025-09-22,2025,3,9,39,22,September,Monday,0
20250923,2025-09-23,2025,3,9,39,23,September,Tuesday,0
20250924,2025-09-24,2025,3,9,39,24,September,Wednesday,0
20250925,2025-09-25,2025,3,9,39,25,September,Thursday,0
20250926,2025-09-26,2025,3,9,39,26,September,Friday,0
20250927,2025-09-27,2025,3,9,39,27,September,Saturday,1
20250928,2025-09-28,2025,3,9,39,28,September,Sunday,1
20250929,2025-09-29,2025,3,9,40,29,September,Monday,0
20250930,2025-09-30,2025,3,9,40,30,September,Tuesday,0
20251001,2025-10-01,2025,4,10,40,1,October,Wednesday,0
20251002,2025-10-02,2025,4,10,40,2,October,Thursday,0
20251003,2025-10-03,2025,4,10,40,3,October,Friday,0
20251004,2025-10-04,2025,4,10,40,4,October,Saturday,1
20251005,2025-10-05,2025,4,10,40,5,October,Sunday,1
20251006,2025-10-06,2025,4,10,41,6,October,Monday,0
20251007,2025-10-07,2025,4,10,41,7,October,Tuesday,0
20251008,2025-10-08,2025,4,10,41,8,October,Wednesday,0
20251009,2025-10-09,2025,4,10,41,9,October,Thursday,0
20251010,2025-10-10,2025,4,10,41,10,October,Friday,0
20251011,2025-10-11,2025,4,10,41,11,October,Saturday,1
20251012,2025-10-12,2025,4,10,41,12,October,Sunday,1
20251013,2025-10-13,2025,4,10,42,13,October,Monday,0
20251014,2025-10-14,2025,4,10,42,14,October,Tuesday,0
20251015,2025-10-15,2025,4,10,42,15,October,Wednesday,0
20251016,2025-10-16,2025,4,10,42,16,October,Thursday,0
20251017,2025-10-17,2025,4,10,42,17,October,Friday,0
20251018,2025-10-18,2025,4,10,42,18,October,Saturday,1
20251019,2025-10-19,2025,4,10,42,19,October,Sunday,1
20251020,2025-10-20,2025,4,10,43,20,October,Monday,0
20251021,2025-10-21,2025,4,10,43,21,October,Tuesday,0
20251022,2025-10-22,2025,4,10,43,22,October,Wednesday,0
20251023,2025-10-23,2025,4,10,43,23,October,Thursday,0
20251024,2025-10-24,2025,4,10,43,24,October,Friday,0
20251025,2025-10-25,2025,4,10,43,25,October,Saturday,1
20251026,2025-10-26,2025,4,10,43,26,October,Sunday,1
20251027,2025-10-27,2025,4,10,44,27,October,Monday,0
20251028,2025-10-28,2025,4,10,44,28,October,Tuesday,0
20251029,2025-10-29,2025,4,10,44,29,October,Wednesday,0
20251030,2025-10-30,2025,4,10,44,30,October,Thursday,0
20251031,2025-10-31,2025,4,10,44,31,October,Friday,0
20251101,2025-11-01,2025,4,11,44,1,November,Saturday,1
20251102,2025-11-02,2025,4,11,44,2,November,Sunday,1
20251103,2025-11-03,2025,4,11,45,3,November,Monday,0
20251104,2025-11-04,2025,4,11,45,4,November,Tuesday,0
20251105,2025-11-05,2025,4,11,45,5,November,Wednesday,0
20251106,2025-11-06,2025,4,11,45,6,November,Thursday,0
20251107,2025-11-07,2025,4,11,45,7,November,Friday,0
20251108,2025-11-08,2025,4,11,45,8,November,Saturday,1
20251109,2025-11-09,2025,4,11,45,9,November,Sunday,1
20251110,2025-11-10,2025,4,11,46,10,November,Monday,0
20251111,2025-11-11,2025,4,11,46,11,November,Tuesday,0
20251112,2025-11-12,2025,4,11,46,12,November,Wednesday,0
20251113,2025-11-13,2025,4,11,46,13,November,Thursday,0
20251114,2025-11-14,2025,4,11,46,14,November,Friday,0
20251115,2025-11-15,2025,4,11,46,15,November,Saturday,1
20251116,2025-11-16,2025,4,11,46,16,November,Sunday,1
20251117,2025-11-17,2025,4,11,47,17,November,Monday,0
20251118,2025-11-18,2025,4,11,47,18,November,Tuesday,0
20251119,2025-11-19,2025,4,11,47,19,November,Wednesday,0
20251120,2025-11-20,2025,4,11,47,20,November,Thursday,0
20251121,2025-11-21,2025,4,11,47,21,November,Friday,0
20251122,2025-11-22,2025,4,11,47,22,November,Saturday,1
20251123,2025-11-23,2025,4,11,47,23,November,Sunday,1
20251124,2025-11-24,2025,4,11,48,24,November,Monday,0
20251125,2025-11-25,2025,4,11,48,25,November,Tuesday,0
20251126,2025-11-26,2025,4,11,48,26,November,Wednesday,0
20251127,2025-11-27,2025,4,11,48,27,November,Thursday,0
20251128,2025-11-28,2025,4,11,48,28,November,Friday,0
20251129,2025-11-29,2025,4,11,48,29,November,Saturday,1
20251130,2025-11-30,2025,4,11,48,30,November,Sunday,1
20251201,2025-12-01,2025,4,12,49,1,December,Monday,0
20251202,2025-12-02,2025,4,12,49,2,December,Tuesday,0
20251203,2025-12-03,2025,4,12,49,3,December,Wednesday,0
20251204,2025-12-04,2025,4,12,49,4,December,Thursday,0
20251205,2025-12-05,2025,4,12,49,5,December,Friday,0
20251206,2025-12-06,2025,4,12,49,6,December,Saturday,1
20251207,2025-12-07,2025,4,12,49,7,December,Sunday,1
20251208,2025-12-08,2025,4,12,50,8,December,Monday,0
20251209,2025-12-09,2025,4,12,50,9,December,Tuesday,0
20251210,2025-12-10,2025,4,12,50,10,December,Wednesday,0
20251211,2025-12-11,2025,4,12,50,11,December,Thursday,0
20251212,2025-12-12,2025,4,12,50,12,December,Friday,0
20251213,2025-12-13,2025,4,12,50,13,December,Saturday,1
20251214,2025-12-14,2025,4,12,50,14,December,Sunday,1
20251215,2025-12-15,2025,4,12,51,15,December,Monday,0
20251216,2025-12-16,2025,4,12,51,16,December,Tuesday,0
20251217,2025-12-17,2025,4,12,51,17,December,Wednesday,0
20251218,2025-12-18,2025,4,12,51,18,December,Thursday,0
20251219,2025-12-19,2025,4,12,51,19,December,Friday,0
20251220,2025-12-20,2025,4,12,51,20,December,Saturday,1
20251221,2025-12-21,2025,4,12,51,21,December,Sunday,1
20251222,2025-12-22,2025,4,12,52,22,December,Monday,0
20251223,2025-12-23,2025,4,12,52,23,December,Tuesday,0
20251224,2025-12-24,2025,4,12,52,24,December,Wednesday,0
20251225,2025-12-25,2025,4,12,52,25,December,Thursday,0
20251226,2025-12-26,2025,4,12,52,26,December,Friday,0
20251227,2025-12-27,2025,4,12,52,27,December,Saturday,1
20251228,2025-12-28,2025,4,12,52,28,December,Sunday,1
20251229,2025-12-29,2025,4,12,1,29,December,Monday,0
20251230,2025-12-30,2025,4,12,1,30,December,Tuesday,0
20251231,2025-12-31,2025,4,12,1,31,December,Wednesday,0
