ma_khach_hang,ngay_mua_gan_nhat,tan_suat_mua,tong_chi_tieu,gia_tri_don_hang_tb,ngay_mua_dau_tien,tong_so_luong_mua,so_danh_muc_da_mua,danh_muc_yeu_thich,so_ngay_tu_lan_mua_cuoi,tuoi_tho_khach_hang,diem_R,diem_F,diem_M,diem_RFM_ma_hoa,diem_RFM_tong,phan_khuc_rfm,ngay_snapshot
CUS0043812,2024-07-17,1,83000,83000,2024-07-17,1,1,Sunscreen,532,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0043813,2022-03-14,2,168000,84000,2022-02-02,2,2,Toner,1387,40,1,3,1,131,5,At Risk,2025-12-31
CUS0043815,2024-01-18,1,142000,142000,2024-01-18,2,1,Toner,713,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0043816,2023-02-25,5,692000,138400,2022-09-05,6,4,Moisturizer,1039,173,1,4,3,143,8,At Risk,2025-12-31
CUS0043817,2025-11-10,23,9546000,415043,2025-05-07,39,5,Serum,50,187,5,5,5,555,15,Champions,2025-12-31
CUS0043818,2024-05-22,4,541000,135250,2024-02-04,4,4,Sunscreen,587,108,3,4,2,342,9,Potential Loyalists,2025-12-31
CUS0043819,2022-08-12,2,429000,214500,2022-04-16,3,2,Serum,1236,118,1,3,2,132,6,At Risk,2025-12-31
CUS0043820,2023-01-02,4,3629000,907250,2022-12-06,8,2,Serum,1093,27,1,4,5,145,10,Cant Lose Them,2025-12-31
CUS0043821,2025-08-20,1,209000,209000,2025-08-20,1,1,Sunscreen,133,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0043822,2022-08-24,3,1085000,361667,2022-08-06,4,3,Serum,1224,18,1,3,3,133,7,At Risk,2025-12-31
CUS0043823,2022-05-03,1,186000,186000,2022-05-03,1,1,Moisturizer,1338,0,1,1,1,111,3,Lost,2025-12-31
CUS0043824,2024-03-06,2,342000,171000,2023-12-17,3,2,Toner,664,80,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0043825,2025-06-08,11,3573000,324818,2022-10-23,17,5,Moisturizer,205,959,4,5,5,455,14,Champions,2025-12-31
CUS0043826,2025-12-19,13,3440000,264615,2025-08-02,21,5,Sunscreen,11,139,5,5,5,555,15,Champions,2025-12-31
CUS0043827,2025-12-14,60,22137000,368950,2023-12-28,95,5,Serum,16,717,5,5,5,555,15,Champions,2025-12-31
CUS0043828,2022-10-05,2,209000,104500,2022-05-14,3,2,Sunscreen,1182,144,1,3,1,131,5,At Risk,2025-12-31
CUS0043829,2023-09-18,4,690000,172500,2023-03-02,7,3,Sunscreen,834,200,2,4,3,243,9,At Risk,2025-12-31
CUS0043830,2025-01-27,4,564000,141000,2024-07-24,5,2,Sunscreen,337,187,4,4,2,442,10,Potential Loyalists,2025-12-31
CUS0043831,2022-12-28,1,121000,121000,2022-12-28,1,1,Cleanser,1099,0,1,1,1,111,3,Lost,2025-12-31
CUS0043832,2024-05-25,2,498000,249000,2024-04-20,2,2,Serum,584,35,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0043833,2023-07-18,2,363000,181500,2023-07-12,2,2,Serum,896,6,2,3,2,232,7,At Risk,2025-12-31
CUS0043834,2025-02-12,1,310000,310000,2025-02-12,2,1,Moisturizer,322,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0043835,2022-12-31,2,455000,227500,2022-07-22,3,2,Sunscreen,1095,162,1,3,2,132,6,At Risk,2025-12-31
CUS0043836,2025-12-24,8,2347000,293375,2025-03-02,18,5,Cleanser,6,297,5,5,4,554,14,Champions,2025-12-31
CUS0043837,2025-04-20,8,5202000,650250,2023-11-19,14,4,Sunscreen,254,518,4,5,5,455,14,Champions,2025-12-31
CUS0043838,2025-12-28,10,3481000,348100,2025-12-06,18,4,Serum,2,22,5,5,5,555,15,Champions,2025-12-31
CUS0043839,2022-06-07,1,237000,237000,2022-06-07,3,1,Cleanser,1303,0,1,1,1,111,3,Lost,2025-12-31
CUS0043840,2022-11-24,2,213000,106500,2022-11-14,3,2,Toner,1132,10,1,3,1,131,5,At Risk,2025-12-31
CUS0043841,2023-09-09,2,330000,165000,2023-07-09,3,2,Cleanser,843,62,2,3,2,232,7,At Risk,2025-12-31
CUS0043842,2023-12-15,1,477000,477000,2023-12-15,2,1,Sunscreen,747,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0043843,2024-12-04,2,1196000,598000,2024-09-03,5,2,Toner,391,92,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0043844,2023-10-15,4,1108000,277000,2023-08-04,5,3,Serum,807,72,2,4,3,243,9,At Risk,2025-12-31
CUS0043845,2024-05-25,11,2813000,255727,2023-10-14,15,4,Serum,584,224,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0043846,2023-09-13,1,91000,91000,2023-09-13,1,1,Moisturizer,840,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0043847,2025-07-06,12,5287000,440583,2023-03-01,24,5,Moisturizer,177,858,4,5,5,455,14,Champions,2025-12-31
CUS0043848,2024-03-25,2,402000,201000,2024-03-22,3,1,Serum,645,3,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0043849,2025-01-16,9,4444000,493778,2023-05-11,15,3,Serum,348,616,4,5,5,455,14,Champions,2025-12-31
CUS0043850,2023-06-09,1,219000,219000,2023-06-09,1,1,Serum,936,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0043851,2024-11-18,5,1737000,347400,2024-04-21,8,3,Serum,407,211,4,4,4,444,12,Champions,2025-12-31
CUS0043852,2025-02-16,2,645000,322500,2024-12-09,6,2,Toner,317,69,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0043853,2025-12-10,3,4362000,1454000,2025-04-08,5,2,Serum,20,246,5,3,5,535,13,Loyal Customers,2025-12-31
CUS0043854,2025-08-19,3,567000,189000,2025-01-15,4,3,Moisturizer,133,216,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0043855,2025-07-25,5,4258000,851600,2024-12-10,9,3,Sunscreen,158,227,4,4,5,445,13,Champions,2025-12-31
CUS0043856,2024-05-13,8,3357000,419625,2022-07-13,14,4,Toner,596,670,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0043857,2023-08-25,4,1063000,265750,2023-01-25,7,4,Sunscreen,858,212,2,4,3,243,9,At Risk,2025-12-31
CUS0043859,2023-06-28,1,96000,96000,2023-06-28,1,1,Moisturizer,917,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0043860,2024-06-17,2,318000,159000,2024-05-02,5,2,Serum,561,46,3,3,1,331,7,Potential Loyalists,2025-12-31
CUS0043861,2023-12-23,2,333000,166500,2023-10-01,2,2,Moisturizer,738,83,2,3,2,232,7,At Risk,2025-12-31
CUS0043862,2023-10-11,11,2827000,257000,2022-10-06,15,4,Moisturizer,811,370,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0043863,2022-11-23,10,5175000,517500,2022-05-02,16,4,Cleanser,1133,205,1,5,5,155,11,Cant Lose Them,2025-12-31
CUS0043864,2023-05-26,1,88000,88000,2023-05-26,1,1,Sunscreen,950,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0043865,2022-10-03,5,1799000,359800,2022-01-01,6,3,Sunscreen,1184,275,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0043866,2023-01-23,4,1573000,393250,2022-04-18,7,3,Cleanser,1072,280,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0043867,2025-12-02,4,450000,112500,2025-10-13,4,4,Serum,28,50,5,4,2,542,11,Potential Loyalists,2025-12-31
CUS0043868,2023-10-20,2,872000,436000,2023-10-08,4,1,Toner,802,12,2,3,3,233,8,At Risk,2025-12-31
CUS0043869,2025-11-18,4,963000,240750,2025-01-04,7,2,Serum,42,318,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0043870,2023-05-25,9,4081000,453444,2022-04-18,12,4,Cleanser,950,402,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0043871,2025-12-30,10,8632000,863200,2025-10-04,15,5,Serum,0,87,5,5,5,555,15,Champions,2025-12-31
CUS0043872,2023-06-14,1,100000,100000,2023-06-14,1,1,Serum,931,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0043873,2023-11-09,3,1512000,504000,2023-09-04,9,3,Toner,782,66,2,3,4,234,9,At Risk,2025-12-31
CUS0043874,2024-05-22,1,307000,307000,2024-05-22,2,1,Serum,588,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0043875,2024-04-14,11,3108000,282545,2023-04-17,21,4,Sunscreen,625,363,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0043876,2023-02-13,4,1796000,449000,2022-09-21,8,3,Serum,1051,145,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0043877,2023-08-31,3,1972000,657333,2023-05-07,7,3,Cleanser,852,116,2,3,4,234,9,At Risk,2025-12-31
CUS0043878,2023-07-13,2,514000,257000,2023-05-04,2,2,Serum,901,70,2,3,2,232,7,At Risk,2025-12-31
CUS0043879,2025-07-07,1,178000,178000,2025-07-07,1,1,Sunscreen,177,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0043880,2022-10-24,3,343000,114333,2022-04-14,3,3,Sunscreen,1163,193,1,3,2,132,6,At Risk,2025-12-31
CUS0043881,2022-01-06,1,42000,42000,2022-01-06,1,1,Cleanser,1455,0,1,1,1,111,3,Lost,2025-12-31
CUS0043882,2025-12-03,5,4552000,910400,2025-05-01,8,4,Moisturizer,27,216,5,4,5,545,14,Champions,2025-12-31
CUS0043883,2022-11-27,4,1053000,263250,2022-05-14,8,2,Cleanser,1129,197,1,4,3,143,8,At Risk,2025-12-31
CUS0043884,2025-08-15,3,1042000,347333,2025-06-14,8,2,Moisturizer,137,62,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0043885,2025-01-14,4,1128000,282000,2024-02-01,7,3,Serum,350,348,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0043886,2024-05-30,4,1270000,317500,2024-01-11,6,1,Toner,579,140,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0043887,2024-06-25,11,1953000,177545,2022-08-14,15,5,Moisturizer,553,681,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0043888,2022-12-29,2,314000,157000,2022-10-14,2,1,Cleanser,1097,76,1,3,1,131,5,At Risk,2025-12-31
CUS0043889,2024-12-27,5,1474000,294800,2024-05-15,7,4,Moisturizer,368,226,4,4,4,444,12,Champions,2025-12-31
CUS0043890,2025-11-11,10,1628000,162800,2024-09-23,13,4,Serum,49,414,5,5,4,554,14,Champions,2025-12-31
CUS0043891,2024-03-10,2,760000,380000,2023-11-16,2,2,Sunscreen,660,115,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0043892,2025-12-26,23,7887000,342913,2024-01-23,34,5,Cleanser,4,703,5,5,5,555,15,Champions,2025-12-31
CUS0043893,2025-10-15,11,3941000,358273,2024-10-17,15,5,Moisturizer,76,363,5,5,5,555,15,Champions,2025-12-31
CUS0043894,2025-05-17,5,2795000,559000,2025-02-10,10,4,Cleanser,227,96,4,4,5,445,13,Champions,2025-12-31
CUS0043895,2023-02-11,9,2447000,271889,2022-08-03,18,3,Serum,1053,192,1,5,4,154,10,Cant Lose Them,2025-12-31
CUS0043896,2025-03-21,4,1178000,294500,2024-03-03,6,3,Sunscreen,284,383,4,4,4,444,12,Champions,2025-12-31
CUS0043897,2024-12-15,2,1426000,713000,2024-10-11,4,2,Sunscreen,380,65,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0043898,2023-02-07,5,5943000,1188600,2022-10-02,9,3,Serum,1057,128,1,4,5,145,10,Cant Lose Them,2025-12-31
CUS0043899,2024-06-17,2,337000,168500,2024-04-21,5,2,Sunscreen,561,57,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0043900,2025-05-06,1,144000,144000,2025-05-06,1,1,Cleanser,239,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0043901,2025-08-27,2,822000,411000,2025-05-15,3,2,Sunscreen,125,104,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0043902,2025-11-23,23,5395000,234565,2023-11-08,30,5,Cleanser,37,746,5,5,5,555,15,Champions,2025-12-31
CUS0043903,2023-01-08,4,2192000,548000,2022-07-19,9,2,Serum,1087,173,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0043904,2023-02-15,1,215000,215000,2023-02-15,1,1,Toner,1050,0,1,1,1,111,3,Lost,2025-12-31
CUS0043905,2025-07-30,10,1785000,178500,2024-08-02,16,4,Cleanser,153,362,4,5,4,454,13,Champions,2025-12-31
CUS0043906,2025-02-08,2,1464000,732000,2024-10-13,4,2,Serum,325,118,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0043907,2025-06-29,4,1203000,300750,2024-08-10,10,3,Sunscreen,184,323,4,4,4,444,12,Champions,2025-12-31
CUS0043908,2022-11-08,2,691000,345500,2022-09-17,4,2,Sunscreen,1148,52,1,3,3,133,7,At Risk,2025-12-31
CUS0043909,2024-01-23,2,237000,118500,2023-12-28,3,2,Toner,707,26,3,3,1,331,7,Potential Loyalists,2025-12-31
CUS0043910,2025-10-08,2,1240000,620000,2025-07-16,4,1,Serum,83,84,5,3,4,534,12,Loyal Customers,2025-12-31
CUS0043911,2022-10-24,1,84000,84000,2022-10-24,1,1,Moisturizer,1164,0,1,1,1,111,3,Lost,2025-12-31
CUS0043912,2024-09-15,1,217000,217000,2024-09-15,2,1,Moisturizer,472,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0043913,2022-12-06,3,809000,269667,2022-04-16,3,2,Serum,1120,234,1,3,3,133,7,At Risk,2025-12-31
CUS0043914,2024-04-13,2,2307000,1153500,2024-03-20,4,1,Serum,626,24,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0043915,2023-10-03,4,1582000,395500,2023-01-26,5,3,Cleanser,819,250,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0043916,2023-01-08,1,265000,265000,2023-01-08,1,1,Cleanser,1088,0,1,1,1,111,3,Lost,2025-12-31
CUS0043917,2025-11-09,8,4597000,574625,2024-11-02,20,4,Serum,51,372,5,5,5,555,15,Champions,2025-12-31
CUS0043918,2025-01-16,2,743000,371500,2024-08-04,5,2,Sunscreen,348,165,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0043919,2023-01-12,2,1456000,728000,2022-12-12,5,2,Serum,1083,31,1,3,4,134,8,At Risk,2025-12-31
CUS0043920,2023-06-22,2,1083000,541500,2023-03-24,6,1,Sunscreen,922,90,2,3,3,233,8,At Risk,2025-12-31
CUS0043921,2024-07-16,2,1259000,629500,2024-06-27,2,2,Moisturizer,532,19,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0043922,2024-07-22,2,655000,327500,2024-03-15,2,1,Sunscreen,526,129,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0043923,2025-04-25,4,1122000,280500,2024-10-28,5,2,Sunscreen,249,179,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0043924,2024-11-11,3,6040000,2013333,2024-06-28,5,2,Serum,414,136,4,3,5,435,12,Loyal Customers,2025-12-31
CUS0043925,2024-09-03,4,609000,152250,2023-12-08,4,4,Serum,483,270,3,4,2,342,9,Potential Loyalists,2025-12-31
CUS0043926,2025-12-29,4,2182000,545500,2025-09-21,6,4,Serum,1,99,5,4,4,544,13,Champions,2025-12-31
CUS0043927,2023-02-12,1,301000,301000,2023-02-12,2,1,Serum,1053,0,1,1,1,111,3,Lost,2025-12-31
CUS0043928,2023-03-22,2,5196000,2598000,2023-03-20,4,2,Moisturizer,1014,2,2,3,5,235,10,At Risk,2025-12-31
CUS0043929,2022-10-09,4,1839000,459750,2022-06-26,5,2,Sunscreen,1178,105,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0043930,2022-06-03,4,1608000,402000,2022-03-12,8,4,Serum,1306,83,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0043931,2025-12-07,11,2641000,240091,2024-10-08,17,4,Serum,23,425,5,5,5,555,15,Champions,2025-12-31
CUS0043932,2023-05-07,2,433000,216500,2023-04-09,2,1,Sunscreen,968,28,2,3,2,232,7,At Risk,2025-12-31
CUS0043933,2022-07-27,2,466000,233000,2022-06-28,2,2,Serum,1252,29,1,3,2,132,6,At Risk,2025-12-31
CUS0043934,2022-01-06,1,40000,40000,2022-01-06,1,1,Cleanser,1455,0,1,1,1,111,3,Lost,2025-12-31
CUS0043935,2023-07-09,4,742000,185500,2022-12-17,6,2,Serum,905,204,2,4,3,243,9,At Risk,2025-12-31
CUS0043936,2025-05-03,10,4912000,491200,2023-09-06,15,4,Toner,241,605,4,5,5,455,14,Champions,2025-12-31
CUS0043937,2025-12-30,8,1730000,216250,2025-11-26,13,4,Cleanser,0,34,5,5,4,554,14,Champions,2025-12-31
CUS0043938,2025-01-23,22,7684000,349273,2022-11-17,43,5,Serum,341,798,4,5,5,455,14,Champions,2025-12-31
CUS0043939,2023-06-14,5,6637000,1327400,2022-09-04,8,4,Sunscreen,930,283,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0043940,2022-07-20,2,149000,74500,2022-06-06,2,2,Cleanser,1259,44,1,3,1,131,5,At Risk,2025-12-31
CUS0043941,2022-03-20,2,484000,242000,2022-01-19,2,1,Serum,1381,60,1,3,2,132,6,At Risk,2025-12-31
CUS0043942,2022-12-22,2,624000,312000,2022-08-17,6,2,Toner,1104,127,1,3,2,132,6,At Risk,2025-12-31
CUS0043943,2024-11-08,4,862000,215500,2024-08-18,7,2,Serum,417,82,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0043944,2025-04-03,4,3756000,939000,2024-11-17,8,3,Cleanser,271,137,4,4,5,445,13,Champions,2025-12-31
CUS0043945,2024-06-18,2,299000,149500,2024-06-05,3,2,Cleanser,560,13,3,3,1,331,7,Potential Loyalists,2025-12-31
CUS0043946,2025-03-13,4,739000,184750,2024-12-16,7,3,Sunscreen,292,87,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0043947,2024-09-30,2,497000,248500,2024-09-22,4,2,Serum,456,8,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0043948,2023-05-20,4,3069000,767250,2022-08-07,8,2,Serum,955,286,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0043949,2025-07-13,9,3234000,359333,2023-05-06,16,4,Cleanser,170,799,4,5,5,455,14,Champions,2025-12-31
CUS0043950,2025-12-10,52,12203000,234673,2022-07-06,76,5,Serum,20,1253,5,5,5,555,15,Champions,2025-12-31
CUS0043951,2025-11-12,24,15405000,641875,2024-06-11,42,5,Serum,48,519,5,5,5,555,15,Champions,2025-12-31
CUS0043952,2024-11-24,9,2200000,244444,2023-03-15,13,3,Serum,401,620,4,5,4,454,13,Champions,2025-12-31
CUS0043953,2025-03-04,2,580000,290000,2024-10-24,4,2,Serum,301,131,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0043954,2025-10-30,2,457000,228500,2025-10-03,3,2,Moisturizer,61,27,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0043955,2023-10-16,2,357000,178500,2023-07-19,2,2,Sunscreen,806,89,2,3,2,232,7,At Risk,2025-12-31
CUS0043956,2023-02-24,5,934000,186800,2022-05-14,7,4,Serum,1040,286,1,4,3,143,8,At Risk,2025-12-31
CUS0043957,2022-05-08,1,760000,760000,2022-05-08,3,1,Toner,1333,0,1,1,3,113,5,Lost,2025-12-31
CUS0043958,2025-07-28,1,381000,381000,2025-07-28,3,1,Moisturizer,156,0,4,1,2,412,7,Recent Customers,2025-12-31
CUS0043959,2024-12-03,1,559000,559000,2024-12-03,2,1,Toner,393,0,4,1,2,412,7,Recent Customers,2025-12-31
CUS0043960,2025-10-22,2,745000,372500,2025-08-16,5,1,Toner,69,67,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0043961,2025-11-08,23,6765000,294130,2023-04-19,46,5,Cleanser,52,934,5,5,5,555,15,Champions,2025-12-31
CUS0043963,2024-06-13,4,639000,159750,2023-11-13,6,3,Serum,565,213,3,4,2,342,9,Potential Loyalists,2025-12-31
CUS0043964,2024-06-21,8,1201000,150125,2022-08-26,9,4,Toner,557,665,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0043965,2025-11-24,2,601000,300500,2025-09-11,2,2,Sunscreen,36,74,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0043966,2024-03-28,2,1224000,612000,2024-01-11,4,2,Serum,642,77,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0043967,2024-05-24,1,110000,110000,2024-05-24,2,1,Cleanser,586,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0043968,2025-03-26,4,726000,181500,2024-02-16,5,4,Toner,279,404,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0043970,2025-11-09,2,610000,305000,2025-10-02,2,2,Toner,51,38,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0043971,2025-12-24,10,5505000,550500,2025-01-26,18,5,Sunscreen,6,332,5,5,5,555,15,Champions,2025-12-31
CUS0043972,2023-05-09,1,436000,436000,2023-05-09,2,1,Serum,967,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0043973,2022-03-04,1,47000,47000,2022-03-04,1,1,Toner,1398,0,1,1,1,111,3,Lost,2025-12-31
CUS0043974,2024-09-24,1,130000,130000,2024-09-24,2,1,Cleanser,463,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0043975,2025-12-22,2,400000,200000,2025-12-03,2,1,Sunscreen,8,19,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0043976,2024-12-29,9,2344000,260444,2023-05-14,17,5,Serum,366,595,4,5,4,454,13,Champions,2025-12-31
CUS0043977,2023-01-04,4,1046000,261500,2022-10-21,8,3,Cleanser,1091,75,1,4,3,143,8,At Risk,2025-12-31
CUS0043978,2023-07-24,3,1517000,505667,2023-07-17,6,2,Serum,890,7,2,3,4,234,9,At Risk,2025-12-31
CUS0043979,2023-09-14,3,531000,177000,2023-06-10,4,3,Sunscreen,838,96,2,3,2,232,7,At Risk,2025-12-31
CUS0043980,2025-05-08,11,4057000,368818,2024-04-13,19,5,Sunscreen,236,390,4,5,5,455,14,Champions,2025-12-31
CUS0043981,2023-01-06,1,202000,202000,2023-01-06,1,1,Cleanser,1090,0,1,1,1,111,3,Lost,2025-12-31
CUS0043982,2022-07-06,1,1039000,1039000,2022-07-06,1,1,Serum,1274,0,1,1,3,113,5,Lost,2025-12-31
CUS0043983,2023-10-27,2,579000,289500,2023-08-10,3,2,Cleanser,795,78,2,3,2,232,7,At Risk,2025-12-31
CUS0043984,2022-08-20,1,95000,95000,2022-08-20,1,1,Cleanser,1229,0,1,1,1,111,3,Lost,2025-12-31
CUS0043985,2025-12-16,8,2870000,358750,2024-10-01,13,4,Sunscreen,14,441,5,5,5,555,15,Champions,2025-12-31
CUS0043986,2022-12-17,3,2020000,673333,2022-03-17,5,2,Serum,1109,275,1,3,4,134,8,At Risk,2025-12-31
CUS0043987,2025-12-19,7,5190000,741429,2025-09-13,15,2,Serum,11,97,5,4,5,545,14,Champions,2025-12-31
CUS0043988,2024-04-23,5,810000,162000,2023-02-01,6,4,Cleanser,616,447,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0043989,2025-09-20,12,3887000,323917,2023-03-11,19,4,Serum,101,924,5,5,5,555,15,Champions,2025-12-31
CUS0043990,2025-03-10,2,663000,331500,2025-01-28,3,2,Sunscreen,295,41,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0043991,2022-05-26,3,1305000,435000,2022-02-08,5,3,Moisturizer,1314,107,1,3,4,134,8,At Risk,2025-12-31
CUS0043992,2022-07-07,1,250000,250000,2022-07-07,1,1,Toner,1273,0,1,1,1,111,3,Lost,2025-12-31
CUS0043993,2025-12-15,14,3467000,247643,2022-11-08,24,4,Sunscreen,15,1133,5,5,5,555,15,Champions,2025-12-31
CUS0043994,2025-12-04,11,2990000,271818,2024-09-17,16,4,Serum,26,443,5,5,5,555,15,Champions,2025-12-31
CUS0043995,2025-12-30,24,6756000,281500,2025-05-17,37,5,Sunscreen,0,227,5,5,5,555,15,Champions,2025-12-31
CUS0043996,2023-07-28,2,830000,415000,2023-07-08,5,2,Moisturizer,886,20,2,3,3,233,8,At Risk,2025-12-31
CUS0043997,2022-09-17,2,903000,451500,2022-08-11,6,1,Cleanser,1200,37,1,3,3,133,7,At Risk,2025-12-31
CUS0043998,2025-10-24,19,6403000,337000,2022-11-24,36,5,Moisturizer,67,1065,5,5,5,555,15,Champions,2025-12-31
CUS0043999,2025-10-20,16,5375000,335938,2024-03-02,28,5,Sunscreen,71,597,5,5,5,555,15,Champions,2025-12-31
CUS0044000,2025-08-13,5,1442000,288400,2024-06-01,7,2,Sunscreen,139,438,4,4,4,444,12,Champions,2025-12-31
CUS0044001,2023-10-09,1,124000,124000,2023-10-09,1,1,Cleanser,814,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044002,2025-08-24,11,2797000,254273,2024-03-03,19,5,Serum,128,539,4,5,5,455,14,Champions,2025-12-31
CUS0044003,2022-05-14,1,95000,95000,2022-05-14,1,1,Toner,1327,0,1,1,1,111,3,Lost,2025-12-31
CUS0044004,2025-12-29,58,24076000,415103,2024-12-06,100,5,Serum,1,388,5,5,5,555,15,Champions,2025-12-31
CUS0044005,2022-09-12,2,1922000,961000,2022-09-12,4,2,Serum,1205,0,1,3,4,134,8,At Risk,2025-12-31
CUS0044006,2023-02-04,2,682000,341000,2022-08-21,2,2,Serum,1060,167,1,3,3,133,7,At Risk,2025-12-31
CUS0044007,2022-11-01,1,118000,118000,2022-11-01,2,1,Toner,1156,0,1,1,1,111,3,Lost,2025-12-31
CUS0044008,2024-03-24,2,683000,341500,2023-11-14,3,2,Sunscreen,646,131,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0044009,2022-12-06,1,921000,921000,2022-12-06,4,1,Toner,1121,0,1,1,3,113,5,Lost,2025-12-31
CUS0044010,2025-11-21,8,2380000,297500,2024-12-27,13,4,Serum,39,329,5,5,4,554,14,Champions,2025-12-31
CUS0044011,2025-10-24,1,274000,274000,2025-10-24,4,1,Moisturizer,68,0,5,1,1,511,7,Recent Customers,2025-12-31
CUS0044012,2025-08-07,11,5773000,524818,2024-01-21,23,4,Moisturizer,145,564,4,5,5,455,14,Champions,2025-12-31
CUS0044013,2024-10-26,1,172000,172000,2024-10-26,2,1,Sunscreen,431,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0044014,2025-02-07,3,1171000,390333,2024-10-10,4,2,Sunscreen,326,120,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0044015,2022-08-17,1,132000,132000,2022-08-17,2,1,Serum,1232,0,1,1,1,111,3,Lost,2025-12-31
CUS0044016,2025-11-03,2,341000,170500,2025-11-03,2,2,Sunscreen,57,0,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0044017,2025-05-30,3,870000,290000,2025-03-08,5,2,Cleanser,214,83,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0044019,2025-11-08,13,2700000,207692,2023-02-24,17,3,Serum,52,988,5,5,5,555,15,Champions,2025-12-31
CUS0044020,2025-08-18,3,1244000,414667,2025-07-17,9,2,Serum,134,32,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0044021,2025-08-20,9,3156000,350667,2024-11-21,20,5,Sunscreen,132,272,4,5,5,455,14,Champions,2025-12-31
CUS0044022,2023-07-28,1,41000,41000,2023-07-28,1,1,Cleanser,887,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044023,2024-05-30,2,1253000,626500,2024-04-15,4,2,Cleanser,579,45,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0044024,2025-11-28,21,5989000,285190,2023-06-20,27,5,Cleanser,32,892,5,5,5,555,15,Champions,2025-12-31
