ma_san_pham,ma_cua_hang,ten_san_pham,gia_niem_yet,diem_danh_gia,so_luot_danh_gia,so_luot_thich,ma_thuong_hieu,ma_danh_muc
SYSN10006777,SH1919585,Simple Thiên nhiên Hyaluronic Acid Serum,160000,4.8,24,44,28,3
SYSN10006778,SH3544396,Anessa Dưỡng ẩm Foam Cleanser,224000,4.9,1,0,1,1
SYSN10006779,SH9627892,SK-II Phục hồi Cream Moisturizer,999000,5.0,550,612,25,2
SYSN10006780,SH4149609,Some By Mi Làm mềm Peptide Serum,547000,4.4,31,51,29,3
SYSN10006781,SH3447725,Cosrx Chuyên sâu AHA/BHA Serum,394000,4.5,224,292,8,3
SYSN10006782,SH3590801,Bioderma Chuyên sâu Gel Cleanser,230000,4.8,3,3,3,1
SYSN10006783,SH7577072,St. Ives Nhẹ nhàng Lotion Moisturizer,94000,4.4,35,68,30,2
SYSN10006784,SH6334268,Sulwhasoo Thiên nhiên Micellar Cleanser,1279000,4.4,24,40,31,1
SYSN10006785,SH2844139,SK-II Cao cấp Niacinamide Serum,1750000,5.0,64,64,25,3
SYSN10006786,SH2219028,St. Ives Làm dịu Exfoliating Toner,59000,4.2,4,2,30,5
SYSN10006787,SH4563913,The Face Shop Chống lão hóa Hyaluronic Acid Serum,385000,4.6,26,34,32,3
SYSN10006788,SH7001099,Klairs Cao cấp Low pH Cleanser,134000,4.3,41,38,15,1
SYSN10006789,SH9627967,Neutrogena Sáng da Hydrating Toner,262000,4.4,15,26,20,5
SYSN10006790,SH8970099,La Roche-Posay Hiệu quả Balm Cleanser,271000,4.7,250,318,17,1
SYSN10006791,SH6109075,Klairs Cao cấp Balm Cleanser,170000,4.8,273,450,15,1
SYSN10006792,SH6158541,Senka Sáng da Hyaluronic Acid Serum,203000,4.8,68,38,26,3
SYSN10006793,SH1014942,Ohui VN Chống lão hóa Vitamin C Serum,2731000,4.1,355,600,21,3
SYSN10006794,SH4697866,CeraVe Chống lão hóa SPF 50+ Sunscreen,240000,5.0,17,13,4,4
SYSN10006795,SH3293630,Cetaphil Sáng da Night Cream Moisturizer,237000,4.8,208,214,5,2
SYSN10006796,SH4764064,St. Ives Hiệu quả Vitamin C Serum,159000,4.5,12,8,30,3
SYSN10006797,SH6097419,Pond's Dưỡng ẩm AHA/BHA Serum,76000,4.6,212,347,23,3
SYSN10006798,SH6470261,Cosrx Trắng sáng SPF 50+ Sunscreen,364000,4.5,15,14,8,4
SYSN10006799,SH7839010,Cetaphil Làm dịu Low pH Cleanser,284000,4.7,45,69,5,1
SYSN10006800,SH2716130,The Face Shop Làm mềm Gel Cleanser,230000,4.5,406,353,32,1
SYSN10006801,SH6617954,St. Ives Chuyên sâu Balm Cleanser,58000,4.6,880,1680,30,1
SYSN10006802,SH1956609,Senka Chống lão hóa Oil Cleanser,157000,4.6,12,11,26,1
SYSN10006803,SH1343941,Pond's Thiên nhiên Hyaluronic Acid Serum,88000,4.9,13,8,23,3
SYSN10006804,SH6207306,Shiseido VN Thiên nhiên Foam Cleanser,1131000,4.5,28,22,27,1
SYSN10006805,SH5006786,Simple Làm dịu SPF 50+ Sunscreen,132000,5.0,17,10,28,4
SYSN10006806,SH7432505,Hada Labo Tăng cường Night Cream Moisturizer,402000,4.7,94,88,11,2
SYSN10006807,SH3528325,Rovectin Phục hồi Exfoliating Toner,312000,4.6,24,13,24,5
SYSN10006808,SH1028177,Cetaphil Thiên nhiên Pore Care Toner,208000,4.5,5,7,5,5
SYSN10006809,SH1953692,Estee Lauder Làm mềm Eye Cream Moisturizer,1143000,4.6,1,1,9,2
SYSN10006810,SH4879140,Garnier Làm mềm Tint Sunscreen,159000,4.7,7,4,10,4
SYSN10006811,SH3948632,Some By Mi Nhẹ nhàng Water Resistant Sunscreen,384000,4.4,11,9,29,4
SYSN10006812,SH6119689,Klairs Nhẹ nhàng AHA/BHA Serum,414000,4.5,18,35,15,3
SYSN10006813,SH3762900,Anessa Làm dịu Foam Cleanser,316000,4.9,185,260,1,1
SYSN10006814,SH7759547,La Roche-Posay Kiểm soát nhờn Vitamin C Serum,509000,4.3,23,35,17,3
SYSN10006815,SH8512901,Klairs Thiên nhiên SPF 30 Sunscreen,378000,4.5,14,12,15,4
SYSN10006816,SH3817144,Clean & Clear Kiểm soát nhờn Barrier Repair Moisturizer,164000,4.3,117,125,6,2
SYSN10006817,SH2184696,Bioderma Chuyên sâu Balm Cleanser,348000,4.7,32,23,3,1
SYSN10006818,SH5532570,Hada Labo Làm mềm Eye Cream Moisturizer,181000,4.5,11,13,11,2
SYSN10006819,SH7987605,The Ordinary Chống lão hóa Hydrating Toner,236000,4.7,88,85,33,5
SYSN10006820,SH1454152,Neutrogena Dưỡng ẩm Retinol Serum,608000,4.3,20,23,20,3
SYSN10006821,SH4655778,Shiseido VN Hiệu quả Lotion Moisturizer,1643000,4.9,1128,685,27,2
SYSN10006822,SH7372584,L'Oreal Cấp nước Brightening Toner,135000,4.7,35,59,16,5
SYSN10006823,SH3956857,Innisfree Làm dịu Retinol Serum,533000,4.3,16,29,13,3
SYSN10006824,SH9247142,Simple Chuyên sâu Balm Cleanser,118000,4.3,14,20,28,1
SYSN10006825,SH8743823,Hada Labo Làm dịu Exfoliating Toner,175000,4.6,1,1,11,5
SYSN10006826,SH3043098,Simple Cấp nước Essence Toner,56000,4.2,17,13,28,5
SYSN10006827,SH8136853,La Roche-Posay Kiểm soát nhờn SPF 50+ Sunscreen,432000,4.6,17,20,17,4
SYSN10006828,SH2203321,Hada Labo Kiểm soát nhờn PA++++ Sunscreen,341000,4.7,31,16,11,4
SYSN10006829,SH4258658,Beauty of Joseon VN Sáng da Tint Sunscreen,174000,4.1,1,1,2,4
SYSN10006830,SH6641950,Vaseline Dưỡng ẩm Exfoliating Toner,59000,4.6,31,27,34,5
SYSN10006831,SH9111150,Laneige Làm mềm Hyaluronic Acid Serum,2464000,4.6,43,22,18,3
SYSN10006832,SH5016438,Cocoon Chuyên sâu Foam Cleanser,66000,4.5,0,0,7,1
SYSN10006833,SH8922606,Bioderma Phục hồi Cream Moisturizer,268000,4.7,41,53,3,2
SYSN10006834,SH2138616,Paula's Choice Tăng cường SPF 30 Sunscreen,330000,4.3,18,13,22,4
SYSN10006835,SH7104993,Clean & Clear Tăng cường Water Resistant Sunscreen,83000,4.7,87,61,6,4
SYSN10006836,SH7696734,SK-II Nhẹ nhàng Essence Toner,1146000,4.5,8,11,25,5
SYSN10006837,SH5379451,Klairs Chuyên sâu SPF 30 Sunscreen,317000,4.4,56,45,15,4
SYSN10006838,SH9205956,Paula's Choice Cao cấp Micellar Cleanser,270000,4.2,11,6,22,1
SYSN10006839,SH4052535,Clean & Clear Chống lão hóa SPF 50+ Sunscreen,184000,4.6,41,52,6,4
SYSN10006840,SH2585394,Vaseline Sáng da Low pH Cleanser,48000,4.6,1,1,34,1
SYSN10006841,SH4154776,Vaseline Hiệu quả AHA/BHA Serum,106000,4.7,239,465,34,3
SYSN10006842,SH6127216,The Face Shop Cấp nước Brightening Toner,289000,4.4,241,223,32,5
SYSN10006843,SH8217851,Some By Mi Chống lão hóa Daily Sunscreen,560000,4.7,18,34,29,4
SYSN10006844,SH2082559,Cetaphil Nhẹ nhàng Brightening Toner,278000,4.8,55,36,5,5
SYSN10006845,SH7423817,Cosrx Sáng da SPF 50+ Sunscreen,348000,4.6,3,2,8,4
SYSN10006846,SH8902206,Hada Labo Trắng sáng Daily Sunscreen,340000,4.9,9,17,11,4
SYSN10006847,SH8903263,Cosrx Nhẹ nhàng Lotion Moisturizer,278000,4.5,161,135,8,2
SYSN10006848,SH3245604,Garnier Nhẹ nhàng Night Cream Moisturizer,136000,5.0,93,178,10,2
SYSN10006849,SH7631493,Clean & Clear Làm dịu Peptide Serum,225000,4.5,229,403,6,3
SYSN10006850,SH9985862,Shiseido VN Sáng da Water Resistant Sunscreen,1733000,4.7,25,22,27,4
SYSN10006851,SH7572700,L'Oreal Chuyên sâu Gel Cleanser,70000,4.3,21,38,16,1
SYSN10006852,SH8625045,Klairs Nhẹ nhàng Hydrating Toner,436000,3.8,45,35,15,5
SYSN10006853,SH6767507,St. Ives Trắng sáng Balm Cleanser,62000,4.4,28,53,30,1
SYSN10006854,SH7756284,Paula's Choice Cao cấp Oil Cleanser,411000,4.8,166,136,22,1
SYSN10006855,SH8563799,Pond's Phục hồi Brightening Toner,100000,4.6,153,166,23,5
SYSN10006856,SH9945913,Hada Labo Trắng sáng Oil Cleanser,236000,4.6,96,161,11,1
SYSN10006857,SH2807187,Bioderma Cấp nước Eye Cream Moisturizer,307000,4.5,38,75,3,2
SYSN10006858,SH9144350,Rovectin Trắng sáng Gel Cleanser,200000,4.6,155,150,24,1
SYSN10006859,SH1584494,Senka Trắng sáng Exfoliating Toner,118000,4.2,1780,2460,26,5
SYSN10006860,SH9059928,Klairs Thiên nhiên Brightening Toner,233000,4.6,2,1,15,5
SYSN10006861,SH4489240,L'Oreal Cấp nước Gel Moisturizer,91000,4.5,105,206,16,2
SYSN10006862,SH9390699,Garnier Sáng da Oil Cleanser,137000,4.9,8,15,10,1
SYSN10006863,SH8081714,The Face Shop Chống lão hóa Niacinamide Serum,325000,4.6,17,20,32,3
SYSN10006864,SH1249420,Estee Lauder Hiệu quả Tint Sunscreen,2425000,4.4,86,52,9,4
SYSN10006865,SH5287192,Rovectin Hiệu quả Barrier Repair Moisturizer,287000,4.3,1,1,24,2
SYSN10006866,SH6892074,Hada Labo Trắng sáng Barrier Repair Moisturizer,442000,4.8,62,34,11,2
SYSN10006867,SH1529453,Anessa Dưỡng ẩm Foam Cleanser,306000,4.5,1622,1444,1,1
SYSN10006868,SH4059235,Hada Labo Sáng da Micellar Cleanser,289000,4.7,13,9,11,1
SYSN10006869,SH9024868,Sulwhasoo Nhẹ nhàng Hydrating Toner,732000,4.5,23,33,31,5
SYSN10006870,SH1042072,Rovectin Chuyên sâu Peptide Serum,529000,4.9,14,11,24,3
SYSN10006871,SH9381447,St. Ives Trắng sáng Retinol Serum,246000,4.3,16,8,30,3
SYSN10006872,SH3027565,Some By Mi Thiên nhiên Low pH Cleanser,128000,4.6,48,81,29,1
SYSN10006873,SH1683172,Sulwhasoo Phục hồi Retinol Serum,2530000,4.5,49,43,31,3
SYSN10006874,SH1037905,Beauty of Joseon VN Sáng da Balm Cleanser,187000,4.6,371,601,2,1
SYSN10006875,SH4769080,Hada Labo Cao cấp Essence Toner,155000,4.7,22,24,11,5
SYSN10006876,SH7310809,Garnier Kiểm soát nhờn Vitamin C Serum,118000,4.6,32,57,10,3
SYSN10006877,SH7391303,Some By Mi Dưỡng ẩm Hyaluronic Acid Serum,281000,4.5,200,349,29,3
SYSN10006878,SH5464426,Neutrogena Nhẹ nhàng Vitamin C Serum,318000,4.5,216,236,20,3
SYSN10006879,SH6075069,Innisfree Làm mềm Low pH Cleanser,186000,4.6,90,169,13,1
SYSN10006880,SH7467813,Laneige Cấp nước Tint Sunscreen,1124000,4.4,138,87,18,4
SYSN10006881,SH7266344,Bioderma Sáng da Retinol Serum,335000,4.2,45,23,3,3
SYSN10006882,SH2717147,Hada Labo Chống lão hóa Exfoliating Toner,264000,4.4,13,14,11,5
SYSN10006883,SH1568626,Anessa Chuyên sâu Niacinamide Serum,385000,4.7,13,23,1,3
SYSN10006884,SH2037086,Paula's Choice Phục hồi Peptide Serum,518000,4.6,0,0,22,3
SYSN10006885,SH2383336,Laneige Cao cấp Balm Cleanser,965000,4.4,9,12,18,1
SYSN10006886,SH2030400,Senka Tăng cường Peptide Serum,213000,4.6,83,137,26,3
SYSN10006887,SH7897654,Laneige Cao cấp Hyaluronic Acid Serum,2648000,4.4,8,9,18,3
SYSN10006888,SH5167075,Hada Labo Dưỡng ẩm AHA/BHA Serum,384000,4.7,95,184,11,3
SYSN10006889,SH4133354,SK-II Sáng da Peptide Serum,3102000,4.5,95,70,25,3
SYSN10006890,SH7710323,Hasaki Dưỡng ẩm Hyaluronic Acid Serum,189000,4.3,20,22,12,3
SYSN10006891,SH7458432,Garnier Làm mềm Water Resistant Sunscreen,204000,4.5,83,128,10,4
SYSN10006892,SH6846412,Paula's Choice Chống lão hóa Balm Cleanser,185000,4.3,10,17,22,1
SYSN10006893,SH9097458,Anessa Nhẹ nhàng Gel Cleanser,258000,4.7,31,23,1,1
SYSN10006894,SH1641882,Simple Kiểm soát nhờn Essence Toner,116000,4.3,119,158,28,5
SYSN10006895,SH6706556,Cocoon Phục hồi Cream Moisturizer,203000,4.7,4,3,7,2
SYSN10006896,SH1998317,Murad VN Thiên nhiên SPF 30 Sunscreen,1874000,4.5,104,190,19,4
SYSN10006897,SH4133961,Clean & Clear Sáng da PA++++ Sunscreen,93000,4.1,50,48,6,4
SYSN10006898,SH1030805,St. Ives Chống lão hóa Pore Care Toner,86000,4.2,42,65,30,5
SYSN10006899,SH2166102,Ohui VN Thiên nhiên Essence Toner,1326000,4.3,8,12,21,5
SYSN10006900,SH2196690,Beauty of Joseon VN Cấp nước AHA/BHA Serum,592000,4.6,18,19,2,3
SYSN10006901,SH5906836,Innisfree Nhẹ nhàng Gel Moisturizer,464000,4.8,11,6,13,2
SYSN10006902,SH4131388,Paula's Choice Cao cấp Retinol Serum,323000,4.3,4,2,22,3
SYSN10006903,SH5281614,Cosrx Kiểm soát nhờn SPF 30 Sunscreen,308000,4.4,302,532,8,4
SYSN10006904,SH3810310,Shiseido VN Sáng da Pore Care Toner,1545000,5.0,6,5,27,5
SYSN10006905,SH8916748,Innisfree Kiểm soát nhờn Peptide Serum,818000,5.0,112,193,13,3
SYSN10006906,SH8869040,La Roche-Posay Kiểm soát nhờn Gel Moisturizer,435000,4.5,400,602,17,2
SYSN10006907,SH8699037,Some By Mi Cao cấp Niacinamide Serum,424000,4.8,115,163,29,3
SYSN10006908,SH7178250,Shiseido VN Kiểm soát nhờn Brightening Toner,1589000,4.8,29,20,27,5
SYSN10006909,SH6173267,Cosrx Tăng cường Eye Cream Moisturizer,341000,4.2,39,74,8,2
SYSN10006910,SH6622406,Rovectin Chuyên sâu Eye Cream Moisturizer,210000,5.0,2,3,24,2
SYSN10006911,SH5286757,Anessa Làm dịu Foam Cleanser,169000,4.3,98,55,1,1
SYSN10006912,SH9816670,Cetaphil Dưỡng ẩm Gel Cleanser,153000,4.6,5,6,5,1
SYSN10006913,SH9983037,Some By Mi Làm dịu Brightening Toner,200000,4.2,91,89,29,5
SYSN10006914,SH1186493,Clean & Clear Nhẹ nhàng Oil Cleanser,130000,4.5,2,2,6,1
SYSN10006915,SH6546485,Pond's Làm mềm Niacinamide Serum,78000,4.8,105,89,23,3
SYSN10006916,SH7183674,Laneige Phục hồi Eye Cream Moisturizer,1843000,4.7,70,54,18,2
SYSN10006917,SH2986047,Simple Thiên nhiên Low pH Cleanser,41000,4.6,522,881,28,1
SYSN10006918,SH4381142,Innisfree Cấp nước Lotion Moisturizer,468000,4.7,167,106,13,2
SYSN10006919,SH2229359,Kiehl's VN Chuyên sâu AHA/BHA Serum,2385000,4.4,489,529,14,3
SYSN10006920,SH2946018,La Roche-Posay Tăng cường Hydrating Toner,239000,4.6,10,13,17,5
SYSN10006921,SH8143228,Murad VN Nhẹ nhàng Brightening Toner,1176000,4.0,30,17,19,5
SYSN10006922,SH5508903,Pond's Chống lão hóa Hyaluronic Acid Serum,81000,5.0,7,12,23,3
SYSN10006923,SH4334883,Estee Lauder Thiên nhiên Oil Cleanser,1000000,4.8,75,114,9,1
SYSN10006924,SH4418885,Cetaphil Kiểm soát nhờn Balm Cleanser,163000,4.7,10,7,5,1
SYSN10006925,SH4200639,Vaseline Phục hồi Vitamin C Serum,76000,4.7,17,14,34,3
SYSN10006926,SH5628150,Neutrogena Chống lão hóa SPF 30 Sunscreen,202000,4.8,40,44,20,4
SYSN10006927,SH9334603,Innisfree Chuyên sâu SPF 30 Sunscreen,336000,4.6,121,207,13,4
SYSN10006928,SH3025718,Pond's Làm mềm Pore Care Toner,131000,4.8,19,23,23,5
SYSN10006929,SH8138196,Cosrx Sáng da AHA/BHA Serum,330000,4.5,9,8,8,3
SYSN10006930,SH4408751,Garnier Cao cấp SPF 50+ Sunscreen,84000,4.5,726,1391,10,4
SYSN10006931,SH8009891,Cetaphil Dưỡng ẩm Lotion Moisturizer,459000,4.3,48,52,5,2
SYSN10006932,SH4895866,Paula's Choice Cấp nước Exfoliating Toner,427000,4.6,73,37,22,5
SYSN10006933,SH4172475,Laneige Phục hồi Low pH Cleanser,1283000,4.7,63,100,18,1
SYSN10006934,SH3757814,Clean & Clear Làm mềm Micellar Cleanser,99000,4.3,59,88,6,1
SYSN10006935,SH2812492,Some By Mi Trắng sáng Oil Cleanser,152000,4.5,24,43,29,1
SYSN10006936,SH7930801,Clean & Clear Nhẹ nhàng Essence Toner,72000,4.6,3,4,6,5
SYSN10006937,SH5971050,Cosrx Dưỡng ẩm Hydrating Toner,151000,4.6,21,30,8,5
SYSN10006938,SH8717186,Cosrx Làm dịu Water Resistant Sunscreen,495000,4.2,64,111,8,4
SYSN10006939,SH4750764,The Face Shop Cao cấp Niacinamide Serum,702000,4.3,38,65,32,3
SYSN10006940,SH6630539,Senka Phục hồi SPF 30 Sunscreen,68000,4.7,89,64,26,4
SYSN10006941,SH9968671,Simple Chống lão hóa Balm Cleanser,89000,5.0,159,216,28,1
SYSN10006942,SH1295982,Some By Mi Sáng da Essence Toner,233000,4.6,134,137,29,5
SYSN10006943,SH6583896,Rovectin Dưỡng ẩm AHA/BHA Serum,754000,4.6,227,241,24,3
SYSN10006944,SH8555310,Estee Lauder Thiên nhiên Barrier Repair Moisturizer,827000,4.6,1,1,9,2
SYSN10006945,SH5593840,Neutrogena Hiệu quả Tint Sunscreen,295000,4.6,109,107,20,4
SYSN10006946,SH5165700,Bioderma Phục hồi Tint Sunscreen,354000,4.5,363,301,3,4
SYSN10006947,SH3543040,Laneige Cấp nước AHA/BHA Serum,2055000,5.0,38,32,18,3
SYSN10006948,SH9829992,Senka Chuyên sâu SPF 30 Sunscreen,132000,5.0,11,18,26,4
SYSN10006949,SH3251528,Simple Tăng cường Water Resistant Sunscreen,63000,4.7,4682,2703,28,4
SYSN10006950,SH6837553,Rovectin Cấp nước Micellar Cleanser,230000,4.4,406,456,24,1
SYSN10006951,SH8966383,La Roche-Posay Phục hồi AHA/BHA Serum,238000,4.4,28,22,17,3
SYSN10006952,SH5408070,Cetaphil Tăng cường PA++++ Sunscreen,424000,4.9,70,79,5,4
SYSN10006953,SH1596905,Neutrogena Cấp nước Niacinamide Serum,262000,4.6,1261,737,20,3
SYSN10006954,SH3585930,Ohui VN Chuyên sâu Essence Toner,2020000,4.8,53,56,21,5
SYSN10006955,SH7221580,CeraVe Hiệu quả Water Resistant Sunscreen,178000,4.7,3,4,4,4
SYSN10006956,SH1130638,Ohui VN Cấp nước Hyaluronic Acid Serum,2131000,4.5,34,45,21,3
SYSN10006957,SH8831951,Vaseline Nhẹ nhàng Daily Sunscreen,219000,4.4,8,15,34,4
SYSN10006958,SH1761683,Cocoon Dưỡng ẩm PA++++ Sunscreen,198000,4.5,64,126,7,4
SYSN10006959,SH1429923,Pond's Tăng cường Vitamin C Serum,133000,4.5,180,220,23,3
SYSN10006960,SH3293494,Some By Mi Làm mềm Essence Toner,206000,4.5,506,842,29,5
SYSN10006961,SH2419846,Anessa Làm dịu SPF 30 Sunscreen,299000,4.5,22,33,1,4
SYSN10006962,SH5017296,The Face Shop Trắng sáng PA++++ Sunscreen,254000,4.7,17,32,32,4
SYSN10006963,SH4555764,L'Oreal Chuyên sâu Vitamin C Serum,230000,4.5,74,80,16,3
SYSN10006964,SH4504154,Innisfree Tăng cường Water Resistant Sunscreen,331000,4.3,258,416,13,4
SYSN10006965,SH6341556,The Face Shop Hiệu quả Gel Moisturizer,282000,4.9,132,130,32,2
SYSN10006966,SH1906610,Cosrx Cấp nước SPF 30 Sunscreen,248000,4.5,10,9,8,4
SYSN10006967,SH7784429,Some By Mi Làm dịu Peptide Serum,248000,4.2,11,17,29,3
SYSN10006968,SH1835621,Estee Lauder Tăng cường Retinol Serum,2813000,4.6,220,297,9,3
SYSN10006969,SH1818034,Innisfree Sáng da Oil Cleanser,295000,4.4,84,54,13,1
SYSN10006970,SH5836626,Hada Labo Kiểm soát nhờn Hyaluronic Acid Serum,400000,4.5,190,189,11,3
SYSN10006971,SH6771074,Shiseido VN Cấp nước Balm Cleanser,679000,4.6,9,7,27,1
SYSN10006972,SH6940792,Hada Labo Sáng da Cream Moisturizer,301000,4.6,15,28,11,2
SYSN10006973,SH5638060,Cetaphil Phục hồi Peptide Serum,396000,4.0,44,42,5,3
SYSN10006974,SH5629354,Rovectin Trắng sáng SPF 50+ Sunscreen,317000,5.0,199,152,24,4
SYSN10006975,SH4773521,Clean & Clear Kiểm soát nhờn Niacinamide Serum,97000,4.6,11,10,6,3
SYSN10006976,SH1690978,SK-II Kiểm soát nhờn Peptide Serum,2305000,4.5,20,28,25,3
SYSN10006977,SH4572819,Bioderma Sáng da Daily Sunscreen,444000,4.6,59,31,3,4
SYSN10006978,SH7307445,Murad VN Cấp nước Cream Moisturizer,2179000,5.0,26,46,19,2
SYSN10006979,SH5377947,Bioderma Dưỡng ẩm Water Resistant Sunscreen,469000,4.3,5,5,3,4
SYSN10006980,SH4550264,Kiehl's VN Sáng da Vitamin C Serum,3046000,4.7,61,37,14,3
SYSN10006981,SH9205669,CeraVe Phục hồi Vitamin C Serum,368000,4.3,18,21,4,3
SYSN10006982,SH9665768,Shiseido VN Sáng da Eye Cream Moisturizer,857000,4.4,178,114,27,2
SYSN10006983,SH7984575,St. Ives Thiên nhiên Daily Sunscreen,81000,4.3,11,19,30,4
SYSN10006984,SH6376144,Bioderma Cấp nước Gel Cleanser,159000,4.1,194,106,3,1
SYSN10006985,SH5922610,Rovectin Hiệu quả Retinol Serum,363000,4.5,5,7,24,3
SYSN10006986,SH5687632,Cetaphil Phục hồi Pore Care Toner,279000,5.0,47,50,5,5
SYSN10006987,SH6310982,Rovectin Phục hồi Micellar Cleanser,309000,4.4,24,41,24,1
SYSN10006988,SH4895221,Senka Hiệu quả Lotion Moisturizer,69000,4.6,36,53,26,2
SYSN10006989,SH4768800,Some By Mi Cao cấp SPF 30 Sunscreen,325000,4.7,616,340,29,4
SYSN10006990,SH2853750,Clean & Clear Dưỡng ẩm Night Cream Moisturizer,69000,4.8,38,46,6,2
SYSN10006991,SH2543109,Cetaphil Chuyên sâu SPF 50+ Sunscreen,394000,4.5,130,225,5,4
SYSN10006992,SH8034721,Cosrx Hiệu quả Oil Cleanser,433000,4.2,4,2,8,1
SYSN10006993,SH2506474,Some By Mi Hiệu quả Daily Sunscreen,209000,4.2,45,28,29,4
SYSN10006994,SH2729683,Shiseido VN Sáng da Hyaluronic Acid Serum,2044000,4.6,46,36,27,3
SYSN10006995,SH3343048,The Face Shop Làm dịu Oil Cleanser,200000,4.8,14,14,32,1
SYSN10006996,SH7085796,Laneige Dưỡng ẩm Essence Toner,1535000,4.5,5,8,18,5
SYSN10006997,SH4320375,Hada Labo Làm mềm Gel Moisturizer,195000,4.4,19,36,11,2
SYSN10006998,SH1519755,Cosrx Hiệu quả SPF 50+ Sunscreen,340000,4.5,6,11,8,4
SYSN10006999,SH7299855,Cocoon Làm mềm Niacinamide Serum,220000,4.8,175,295,7,3
SYSN10007000,SH8899687,Hasaki Hiệu quả PA++++ Sunscreen,136000,4.4,10,13,12,4
SYSN10007001,SH9121258,Estee Lauder Trắng sáng Retinol Serum,1271000,4.7,6,11,9,3
SYSN10007002,SH5298443,Garnier Sáng da Daily Sunscreen,95000,5.0,2,1,10,4
SYSN10007003,SH8326069,Simple Trắng sáng Tint Sunscreen,176000,4.4,28,16,28,4
SYSN10007004,SH4951387,Simple Cao cấp Night Cream Moisturizer,158000,4.2,385,590,28,2
SYSN10007005,SH6774032,Hasaki Chuyên sâu Hyaluronic Acid Serum,278000,5.0,39,19,12,3
SYSN10007006,SH1779137,Some By Mi Làm mềm Eye Cream Moisturizer,260000,4.6,331,275,29,2
SYSN10007007,SH5901770,Vaseline Dưỡng ẩm Brightening Toner,66000,4.7,12,17,34,5
SYSN10007008,SH4515462,Neutrogena Thiên nhiên Niacinamide Serum,456000,4.6,321,548,20,3
SYSN10007009,SH5184283,Hada Labo Trắng sáng Peptide Serum,292000,4.6,12,7,11,3
SYSN10007010,SH2565010,Anessa Kiểm soát nhờn Barrier Repair Moisturizer,346000,4.3,6,6,1,2
SYSN10007011,SH9837903,Anessa Kiểm soát nhờn Barrier Repair Moisturizer,394000,4.3,123,137,1,2
SYSN10007012,SH2199617,Murad VN Trắng sáng Micellar Cleanser,1752000,4.8,40,34,19,1
SYSN10007013,SH8542836,Neutrogena Tăng cường Hydrating Toner,388000,4.2,1440,761,20,5
SYSN10007014,SH4600268,Senka Hiệu quả SPF 50+ Sunscreen,62000,4.5,43,75,26,4
SYSN10007015,SH5653978,Some By Mi Trắng sáng Hyaluronic Acid Serum,537000,4.6,46,35,29,3
SYSN10007016,SH7276341,Shiseido VN Cao cấp PA++++ Sunscreen,1749000,4.7,3,5,27,4
SYSN10007017,SH7819533,Kiehl's VN Trắng sáng SPF 50+ Sunscreen,2630000,5.0,0,0,14,4
SYSN10007018,SH2234000,Innisfree Nhẹ nhàng Micellar Cleanser,275000,4.6,24,27,13,1
SYSN10007019,SH5203582,Kiehl's VN Cấp nước Balm Cleanser,860000,4.7,6,4,14,1
SYSN10007020,SH3686753,CeraVe Thiên nhiên Niacinamide Serum,310000,5.0,2,3,4,3
SYSN10007021,SH7802298,Pond's Sáng da Gel Cleanser,99000,4.7,3,4,23,1
SYSN10007022,SH6593573,Simple Hiệu quả SPF 50+ Sunscreen,80000,4.5,13,11,28,4
SYSN10007023,SH3676031,Senka Làm dịu Balm Cleanser,111000,4.4,47,24,26,1
SYSN10007024,SH8146329,Senka Làm mềm Balm Cleanser,69000,4.2,62,61,26,1
SYSN10007025,SH9781093,Laneige Thiên nhiên AHA/BHA Serum,1632000,4.9,5,5,18,3
SYSN10007026,SH9153687,Klairs Cấp nước SPF 50+ Sunscreen,467000,4.4,105,63,15,4
SYSN10007027,SH6534099,Clean & Clear Kiểm soát nhờn Water Resistant Sunscreen,129000,4.7,24,16,6,4
SYSN10007028,SH9655078,The Face Shop Chống lão hóa Hyaluronic Acid Serum,340000,4.7,1,1,32,3
SYSN10007029,SH2399014,SK-II Thiên nhiên Hydrating Toner,1579000,4.1,21,31,25,5
SYSN10007030,SH2528934,Cetaphil Kiểm soát nhờn Balm Cleanser,337000,4.9,125,77,5,1
SYSN10007031,SH1933135,The Face Shop Kiểm soát nhờn Hydrating Toner,442000,4.4,23,30,32,5
SYSN10007032,SH8684373,Clean & Clear Tăng cường Oil Cleanser,162000,4.1,39,58,6,1
SYSN10007033,SH4368897,Some By Mi Hiệu quả SPF 50+ Sunscreen,208000,4.6,20,32,29,4
SYSN10007034,SH6772847,Bioderma Cấp nước AHA/BHA Serum,280000,4.3,28,33,3,3
SYSN10007035,SH8087224,Vaseline Trắng sáng Cream Moisturizer,156000,4.6,13,17,34,2
SYSN10007036,SH4710751,Estee Lauder Chống lão hóa Vitamin C Serum,2168000,4.6,15,19,9,3
SYSN10007037,SH5957567,L'Oreal Trắng sáng Eye Cream Moisturizer,106000,4.1,1,1,16,2
SYSN10007038,SH8088302,Klairs Nhẹ nhàng Exfoliating Toner,211000,4.3,25,17,15,5
SYSN10007039,SH4406482,Klairs Tăng cường AHA/BHA Serum,444000,5.0,167,194,15,3
SYSN10007040,SH8371931,Vaseline Chống lão hóa Brightening Toner,112000,4.7,34,57,34,5
SYSN10007041,SH7103819,Neutrogena Dưỡng ẩm Daily Sunscreen,321000,4.7,193,368,20,4
